Time,RAM,,Time,RAM,AVG: 0.705007555657412,MIN,CPU
10:44.8,47.96373061,,06:03.0,0.862298068,0.705007556,,31.47130037
10:45.8,47.97146822,,06:04.0,0.870035682,0.705007556,,28.75781846
10:46.8,47.96331288,,06:05.0,0.861880346,0.705007556,,27.60032426
10:47.8,47.95034392,,06:06.0,0.848911377,0.705007556,,28.84115357
10:48.8,47.95557525,,06:07.0,0.854142709,0.705007556,,30.99488788
10:49.8,47.95056271,,06:08.0,0.849130168,0.705007556,,30.82168127
10:50.8,47.94455561,,06:09.0,0.843123067,0.705007556,,26.16106024
10:51.8,47.93480897,,06:10.0,0.833376427,0.705007556,,30.72475938
10:52.8,48.2682431,,06:11.0,1.166810561,0.705007556,,51.82750419
10:53.8,47.9467834,,06:12.0,0.845350861,0.705007556,,45.07163223
10:54.8,47.94025914,,06:13.0,0.838826597,0.705007556,,28.49306422
10:55.8,47.93377464,,06:14.0,0.832342101,0.705007556,,39.11984448
10:56.8,47.9443567,,06:15.0,0.84292416,0.705007556,,28.63644715
10:57.8,47.92374953,,06:16.0,0.822316995,0.705007556,,26.39288923
10:58.8,47.92756863,,06:17.0,0.826136093,0.705007556,,32.00184636
10:59.8,47.92482365,,06:18.0,0.823391113,0.705007556,,32.10354603
11:00.8,47.93459017,,06:19.0,0.833157636,0.705007556,,27.04467961
11:01.8,47.92259586,,06:20.0,0.821163319,0.705007556,,25.72836751
11:02.8,47.91189445,,06:21.0,0.810461911,0.705007556,,33.16408539
11:03.8,47.90449497,,06:22.0,0.803062436,0.705007556,,30.60591695
11:04.8,47.91949285,,06:23.0,0.818060315,0.705007556,,28.26239226
11:05.8,47.89759278,,06:24.0,0.796160242,0.705007556,,27.93078135
11:06.8,47.90568844,,06:25.0,0.804255903,0.705007556,,39.93960996
11:07.8,47.91895578,,06:26.0,0.817523245,0.705007556,,28.44020679
11:08.8,47.88808484,,06:27.0,0.7866523,0.705007556,,26.76409976
11:09.8,47.89604127,,06:28.0,0.794608728,0.705007556,,31.64744637
11:10.8,47.89031263,,06:29.0,0.788880093,0.705007556,,31.610359
11:11.8,47.89904483,,06:30.0,0.79761229,0.705007556,,33.73868137
11:12.8,47.91507703,,06:31.0,0.813644496,0.705007556,,31.66618819
11:13.8,47.93244194,,06:32.0,0.831009401,0.705007556,,31.079312
11:14.8,47.90940807,,06:33.0,0.807975535,0.705007556,,32.98917446
11:15.8,47.91867732,,06:34.0,0.81724478,0.705007556,,31.3232283
11:16.8,47.9095871,,06:35.0,0.808154559,0.705007556,,31.71740415
11:17.8,47.89763255,,06:36.0,0.796200009,0.705007556,,35.4204987
11:18.8,47.91030317,,06:37.0,0.80887063,0.705007556,,38.20794337
11:19.8,47.90787647,,06:38.0,0.806443929,0.705007556,,34.17369788
11:20.8,47.89699604,,06:39.0,0.795563497,0.705007556,,33.93627665
11:21.8,47.89669766,,06:40.0,0.795265124,0.705007556,,31.10630989
11:22.8,47.9075383,,06:41.0,0.806105766,0.705007556,,31.38591266
11:23.8,47.8984282,,06:42.0,0.796995661,0.705007556,,31.26363226
11:24.8,47.89029275,,06:43.0,0.788860209,0.705007556,,33.48498682
11:25.8,47.884405,,06:44.0,0.782972458,0.705007556,,40.24274113
11:26.8,47.88251534,,06:45.0,0.781082804,0.705007556,,34.84350803
11:27.8,47.88227664,,06:46.0,0.780844107,0.705007556,,31.48530039
11:28.8,47.88181916,,06:47.0,0.780386618,0.705007556,,31.44876979
11:29.8,47.88108318,,06:48.0,0.77965064,0.705007556,,30.86998378
11:30.8,47.88687149,,06:49.0,0.785438949,0.705007556,,31.05551276
11:31.8,47.89271945,,06:50.0,0.79128691,0.705007556,,31.19696
11:32.8,47.88563823,,06:51.0,0.784205692,0.705007556,,31.94385285
11:33.8,47.89096905,,06:52.0,0.789536513,0.705007556,,31.27373278
11:34.8,47.88052622,,06:53.0,0.779093686,0.705007556,,38.43345397
11:35.8,47.89067068,,06:54.0,0.78923814,0.705007556,,35.18759298
11:36.8,47.89407205,,06:55.0,0.792639516,0.705007556,,34.24558362
11:37.8,48.1422729,,06:56.0,1.040840359,0.705007556,,37.67255864
11:38.8,48.12695676,,06:57.0,1.025524223,0.705007556,,44.05113841
11:39.8,48.11838373,,06:58.0,1.01695119,0.705007556,,38.69753112
11:40.8,48.11882133,,06:59.0,1.017388795,0.705007556,,37.35286896
11:41.8,48.14284974,,07:00.0,1.041417197,0.705007556,,31.98892013
11:42.8,48.14350615,,07:01.0,1.042073616,0.705007556,,37.1389435
11:43.8,48.13799631,,07:02.0,1.036563772,0.705007556,,41.902234
11:44.8,48.13875217,,07:03.0,1.037319633,0.705007556,,33.07768194
11:45.8,48.13781731,,07:04.0,1.036384772,0.705007556,,30.73000592
11:46.8,48.12876686,,07:05.0,1.027334319,0.705007556,,33.452917
11:47.8,48.13986608,,07:06.0,1.038433542,0.705007556,,38.86075608
11:48.8,47.88008862,,07:07.0,0.778656081,0.705007556,,37.54107495
11:49.8,47.87435998,,07:08.0,0.772927446,0.705007556,,27.00977962
11:50.8,47.8832513,,07:09.0,0.781818759,0.705007556,,40.45584748
11:51.8,47.8883633,,07:10.0,0.786930765,0.705007556,,29.34695285
11:52.8,48.11868208,,07:11.0,1.017249539,0.705007556,,36.10208475
11:53.8,48.19122484,,07:12.0,1.089792303,0.705007556,,49.96334352
11:54.8,47.87628943,,07:13.0,0.77485689,0.705007556,,35.34226375
11:55.8,47.88398727,,07:14.0,0.782554737,0.705007556,,28.21598409
11:56.8,47.87678671,,07:15.0,0.775354169,0.705007556,,28.57097306
11:57.8,47.89112817,,07:16.0,0.789695629,0.705007556,,39.69063755
11:58.8,47.87758234,,07:17.0,0.776149798,0.705007556,,28.56930288
11:59.8,47.87871613,,07:18.0,0.77728359,0.705007556,,26.38484426
12:00.8,47.87847745,,07:19.0,0.777044916,0.705007556,,31.9261739
12:01.8,47.87306708,,07:20.0,0.771634537,0.705007556,,31.73246359
12:02.8,47.87388261,,07:21.0,0.772450073,0.705007556,,25.7147056
12:03.8,47.86262425,,07:22.0,0.76119171,0.705007556,,25.48294225
12:04.8,47.87907418,,07:23.0,0.777641637,0.705007556,,31.4974575
12:05.8,47.88675214,,07:24.0,0.7853196,0.705007556,,33.058104
12:06.8,47.88543932,,07:25.0,0.784006785,0.705007556,,27.56767505
12:07.8,47.91038273,,07:26.0,0.808950188,0.705007556,,36.6692358
12:08.8,47.88732898,,07:27.0,0.785896438,0.705007556,,33.19573201
12:09.8,47.88738865,,07:28.0,0.785956113,0.705007556,,24.90463776
12:10.8,47.87485726,,07:29.0,0.773424725,0.705007556,,27.65483309
12:11.8,47.88543932,,07:30.0,0.784006785,0.705007556,,31.42768108
12:12.8,47.89814971,,07:31.0,0.796717173,0.705007556,,30.80991856
12:13.8,47.87571259,,07:32.0,0.774280052,0.705007556,,25.32079224
12:14.8,47.87893494,,07:33.0,0.777502405,0.705007556,,40.48759673
12:15.8,47.89057121,,07:34.0,0.789138675,0.705007556,,31.02622988
12:16.8,47.88038699,,07:35.0,0.778954453,0.705007556,,28.39283889
12:17.8,47.88713007,,07:36.0,0.785697531,0.705007556,,33.71809115
12:18.8,47.88138155,,07:37.0,0.779949012,0.705007556,,30.63259422
12:19.8,47.88852244,,07:38.0,0.787089905,0.705007556,,26.34509131
12:20.8,47.88130197,,07:39.0,0.779869431,0.705007556,,29.82040277
12:21.8,47.88436521,,07:40.0,0.782932667,0.705007556,,37.58757877
12:22.8,47.89749331,,07:41.0,0.796060777,0.705007556,,34.29496649
12:23.8,47.87988971,,07:42.0,0.778457173,0.705007556,,31.23741726
12:24.8,47.88070525,,07:43.0,0.779272709,0.705007556,,31.23909641
12:25.8,47.8774431,,07:44.0,0.776010566,0.705007556,,31.2536635
12:26.8,47.88780635,,07:45.0,0.786373811,0.705007556,,31.3735107
12:27.8,47.88221697,,07:46.0,0.780784432,0.705007556,,30.8131305
12:28.8,47.88154067,,07:47.0,0.780108129,0.705007556,,33.05516368
12:29.8,47.87702541,,07:48.0,0.775592867,0.705007556,,32.27921449
12:30.8,47.88577746,,07:49.0,0.784344925,0.705007556,,36.11277606
12:31.8,47.87382294,,07:50.0,0.772390398,0.705007556,,33.177211
12:32.8,47.87451912,,07:51.0,0.773086585,0.705007556,,31.3609683
12:33.8,47.88022785,,07:52.0,0.778795313,0.705007556,,33.97458413
12:34.8,47.8759115,,07:53.0,0.774478959,0.705007556,,34.74298019
12:35.8,47.88177937,,07:54.0,0.780346827,0.705007556,,31.2712161
12:36.8,47.88567802,,07:55.0,0.784245483,0.705007556,,31.5333144
12:37.8,47.87563303,,07:56.0,0.774200494,0.705007556,,31.26362487
12:38.8,47.86759702,,07:57.0,0.766164484,0.705007556,,31.11207065
12:39.8,47.89341564,,07:58.0,0.791983097,0.705007556,,32.79703128
12:40.8,47.87131665,,07:59.0,0.769884116,0.705007556,,33.40668849
12:41.8,47.88201806,,08:00.0,0.780585525,0.705007556,,36.27664061
12:42.8,47.88372869,,08:01.0,0.782296155,0.705007556,,34.73590018
12:43.8,47.88490225,,08:02.0,0.783469714,0.705007556,,31.07484923
12:44.8,47.88217718,,08:03.0,0.780744641,0.705007556,,31.24470682
12:45.8,47.88205783,,08:04.0,0.780625292,0.705007556,,30.97830903
12:46.8,47.87986983,,08:05.0,0.77843729,0.705007556,,31.28368158
12:47.8,47.89840832,,08:06.0,0.796975778,0.705007556,,36.55008226
12:48.8,47.89391292,,08:07.0,0.792480377,0.705007556,,31.00465052
12:49.8,47.89850776,,08:08.0,0.79707522,0.705007556,,38.81156872
12:50.8,48.09131197,,08:09.0,0.989879435,0.705007556,,47.70906922
12:51.8,48.10410192,,08:10.0,1.002669381,0.705007556,,37.47027688
12:52.8,48.4142237,,08:11.0,1.312791161,0.705007556,,48.86852279
12:53.8,48.10105859,,08:12.0,0.999626052,0.705007556,,54.83288171
12:54.8,48.10432073,,08:13.0,1.002888195,0.705007556,,37.81666325
12:55.8,48.09980545,,08:14.0,0.998372911,0.705007556,,31.31990014
12:56.8,48.095688,,08:15.0,0.994255464,0.705007556,,40.29398365
12:57.8,48.09003893,,08:16.0,0.988606387,0.705007556,,37.16283194
12:58.8,48.09737875,,08:17.0,0.99594621,0.705007556,,34.27678577
12:59.8,48.09795559,,08:18.0,0.996523048,0.705007556,,30.6618894
13:00.8,48.08874602,,08:19.0,0.987313478,0.705007556,,36.23146559
13:01.8,48.12626057,,08:20.0,1.024828037,0.705007556,,42.3216543
13:02.8,47.89627996,,08:21.0,0.794847426,0.705007556,,31.69581876
13:03.8,47.88488237,,08:22.0,0.783449831,0.705007556,,29.47574584
13:04.8,47.89383336,,08:23.0,0.792400819,0.705007556,,30.98978294
13:05.8,47.89691648,,08:24.0,0.795483939,0.705007556,,31.64519759
13:06.8,47.90727972,,08:25.0,0.805847184,0.705007556,,25.4823587
13:07.8,47.90821461,,08:26.0,0.806782069,0.705007556,,30.09493525
13:08.8,47.89992002,,08:27.0,0.798487477,0.705007556,,33.91061028
13:09.8,47.90459444,,08:28.0,0.803161902,0.705007556,,28.88532055
13:10.8,47.88655323,,08:29.0,0.785120693,0.705007556,,26.97122978
13:11.8,47.88794561,,08:30.0,0.786513067,0.705007556,,34.9542616
13:12.8,47.89248077,,08:31.0,0.791048235,0.705007556,,30.96991764
13:13.8,47.89162545,,08:32.0,0.790192909,0.705007556,,24.26674926
13:14.8,47.86930765,,08:33.0,0.767875114,0.705007556,,31.45978048
13:15.8,47.88253523,,08:34.0,0.781102688,0.705007556,,34.83655465
13:16.8,47.90445518,,08:35.0,0.803022646,0.705007556,,27.83856068
13:17.8,47.86751746,,08:36.0,0.766084925,0.705007556,,27.70129538
13:18.8,47.87933276,,08:37.0,0.777900219,0.705007556,,33.0702619
13:19.8,47.88223685,,08:38.0,0.780804316,0.705007556,,30.64542247
13:20.8,47.8861753,,08:39.0,0.784742763,0.705007556,,25.13627576
13:21.8,47.88991482,,08:40.0,0.788482279,0.705007556,,25.50895451
13:22.8,47.8856979,,08:41.0,0.784265367,0.705007556,,30.47013484
13:23.8,47.88531997,,08:42.0,0.783887436,0.705007556,,30.64744663
13:24.8,47.89045186,,08:43.0,0.789019326,0.705007556,,28.8860111
13:25.8,47.88000906,,08:44.0,0.778576522,0.705007556,,26.93390616
13:26.8,47.90747863,,08:45.0,0.806046091,0.705007556,,39.9543177
13:27.8,47.88665267,,08:46.0,0.785220135,0.705007556,,29.2138906
13:28.8,47.88655323,,08:47.0,0.785120693,0.705007556,,25.868613
13:29.8,47.86954635,,08:48.0,0.768113812,0.705007556,,28.92457572
13:30.8,47.88183904,,08:49.0,0.780406501,0.705007556,,34.976847
13:31.8,47.88551888,,08:50.0,0.784086343,0.705007556,,28.91754513
13:32.8,47.87207252,,08:51.0,0.770639978,0.705007556,,26.98977538
13:33.8,47.87672703,,08:52.0,0.775294495,0.705007556,,31.57969378
13:34.8,47.87762213,,08:53.0,0.776189589,0.705007556,,31.40964946
13:35.8,47.88814451,,08:54.0,0.786711974,0.705007556,,25.33285554
13:36.8,47.87038177,,08:55.0,0.768949231,0.705007556,,30.73894025
13:37.8,47.87290794,,08:56.0,0.771475397,0.705007556,,37.76211119
13:38.8,47.8839276,,08:57.0,0.782495062,0.705007556,,28.12772927
13:39.8,47.87384282,,08:58.0,0.772410282,0.705007556,,27.54005909
13:40.8,47.87066026,,08:59.0,0.76922772,0.705007556,,30.84590675
13:41.8,47.89019328,,09:00.0,0.788760744,0.705007556,,36.15702637
13:42.8,47.88545921,,09:01.0,0.784026669,0.705007556,,35.60542305
13:43.8,47.88989493,,09:02.0,0.788462395,0.705007556,,33.69828628
13:44.8,47.886593,,09:03.0,0.785160461,0.705007556,,38.88526722
13:45.8,47.88818428,,09:04.0,0.786751742,0.705007556,,34.42876502
13:46.8,47.88804505,,09:05.0,0.786612509,0.705007556,,33.66757641
13:47.8,47.89019328,,09:06.0,0.788760744,0.705007556,,32.89851317
13:48.8,47.88764723,,09:07.0,0.786214695,0.705007556,,41.68154971
13:49.8,47.88291316,,09:08.0,0.781480619,0.705007556,,34.05525422
13:50.8,47.88551888,,09:09.0,0.784086343,0.705007556,,31.30197281
13:51.8,47.86286295,,09:10.0,0.761430408,0.705007556,,31.2498349
13:52.8,48.12488811,,09:11.0,1.02345557,0.705007556,,41.35288819
13:53.8,48.19963876,,09:12.0,1.09820622,0.705007556,,53.33207996
13:54.8,47.88899982,,09:13.0,0.787567278,0.705007556,,43.72778802
13:55.8,47.88432541,,09:14.0,0.782892876,0.705007556,,33.8801183
13:56.8,48.0582331,,09:15.0,0.956800557,0.705007556,,55.07355806
13:57.8,47.93023403,,09:16.0,0.828801491,0.705007556,,63.01467729
13:58.8,47.96277584,,09:17.0,0.861343299,0.705007556,,61.80893714
13:59.8,47.98704294,,09:18.0,0.885610399,0.705007556,,55.99641082
14:00.8,47.91619092,,09:19.0,0.814758381,0.705007556,,61.57078246
14:01.8,47.90316228,,09:20.0,0.801729737,0.705007556,,43.37428975
14:02.8,47.90853286,,09:21.0,0.807100325,0.705007556,,39.42510207
14:03.8,47.9140228,,09:22.0,0.812590262,0.705007556,,38.79940107
14:04.8,47.93278008,,09:23.0,0.831347541,0.705007556,,40.56491185
14:05.8,47.93655939,,09:24.0,0.835126848,0.705007556,,41.73432573
14:06.8,47.93791199,,09:25.0,0.836479454,0.705007556,,40.16106917
14:07.8,47.94045804,,09:26.0,0.839025504,0.705007556,,39.04299466
14:08.8,47.93522669,,09:27.0,0.833794149,0.705007556,,42.31438806
14:09.8,47.93472941,,09:28.0,0.833296869,0.705007556,,38.54837249
14:10.8,47.93606211,,09:29.0,0.834629568,0.705007556,,41.97201942
14:11.8,47.9537055,,09:30.0,0.852272962,0.705007556,,41.87198044
14:12.8,47.94065695,,09:31.0,0.839224411,0.705007556,,42.33477141
14:13.8,47.94632591,,09:32.0,0.844893372,0.705007556,,38.8911117
14:14.8,47.94624635,,09:33.0,0.844813814,0.705007556,,42.19444939
14:15.8,47.959275,,09:34.0,0.857842458,0.705007556,,39.16237681
14:16.8,47.94069674,,09:35.0,0.839264202,0.705007556,,41.54097858
14:17.8,47.93916511,,09:36.0,0.837732572,0.705007556,,40.08277088
14:18.8,47.97612274,,09:37.0,0.874690199,0.705007556,,41.45181577
14:19.8,47.99529774,,09:38.0,0.8938652,0.705007556,,39.75346896
14:20.8,47.98754022,,09:39.0,0.886107679,0.705007556,,42.54141005
14:21.8,47.9806977,,09:40.0,0.879265159,0.705007556,,41.00317081
14:22.8,47.98736119,,09:41.0,0.885928655,0.705007556,,38.72863391
14:23.8,47.98700317,,09:42.0,0.885570632,0.705007556,,43.15708871
14:24.8,47.98596882,,09:43.0,0.884536281,0.705007556,,40.49259645
14:25.8,47.95509787,,09:44.0,0.853665336,0.705007556,,39.16275699
14:26.8,47.9699764,,09:45.0,0.868543866,0.705007556,,39.75463463
14:27.8,47.95676871,,09:46.0,0.855336175,0.705007556,,39.62249369
14:28.8,47.96156246,,09:47.0,0.860129926,0.705007556,,37.91759457
14:29.8,48.0979357,,09:48.0,0.996503164,0.705007556,,55.60656934
14:30.8,48.08371357,,09:49.0,0.98228103,0.705007556,,63.15869389
14:31.8,48.07848221,,09:50.0,0.977049675,0.705007556,,56.023592
14:32.8,48.09548909,,09:51.0,0.994056557,0.705007556,,57.29337693
14:33.8,47.95925511,,09:52.0,0.857822574,0.705007556,,55.90797758
14:34.8,48.74805562,,09:53.0,1.646623086,0.705007556,,59.99861722
14:35.8,48.73230191,,09:54.0,1.630869368,0.705007556,,56.89382153
14:36.8,48.72269452,,09:55.0,1.621261984,0.705007556,,59.75932343
14:37.8,48.75587282,,09:56.0,1.654440281,0.705007556,,61.0661686
14:38.8,48.7425458,,09:57.0,1.641113265,0.705007556,,58.30756485
14:39.8,48.73785152,,09:58.0,1.63641898,0.705007556,,56.80780561
14:40.8,48.73956215,,09:59.0,1.63812961,0.705007556,,60.50662582
14:41.8,48.75334665,,10:00.0,1.651914115,0.705007556,,61.35314335
14:42.8,48.74912976,,10:01.0,1.647697227,0.705007556,,56.09313519
14:43.8,48.76279492,,10:02.0,1.661362383,0.705007556,,55.03522176
14:44.8,48.74576816,,10:03.0,1.644335618,0.705007556,,54.83651861
14:45.8,48.74360004,,10:04.0,1.642167499,0.705007556,,63.5090234
14:46.8,48.74845346,,10:05.0,1.647020923,0.705007556,,55.7667025
14:47.8,48.75879682,,10:06.0,1.657364285,0.705007556,,57.50868151
14:48.8,48.7410142,,10:07.0,1.639581658,0.705007556,,56.67212772
14:49.8,48.74749869,,10:08.0,1.646066155,0.705007556,,61.73797716
14:50.8,48.75221286,,10:09.0,1.650780323,0.705007556,,54.99704726
14:51.8,48.74541013,,10:10.0,1.643977594,0.705007556,,57.95892894
14:52.8,49.08526906,,10:11.0,1.983836527,0.705007556,,84.39119034
14:53.8,49.21104034,,10:12.0,2.109607799,0.705007556,,81.74202553
14:54.8,48.96230242,,10:13.0,1.860869886,0.705007556,,88.58680817
14:55.8,49.20411824,,10:14.0,2.102685697,0.705007556,,58.59007103
14:56.8,49.03981794,,10:15.0,1.9383854,0.705007556,,51.26933599
14:57.8,48.98233273,,10:16.0,1.88090019,0.705007556,,36.40339681
14:58.8,48.98382457,,10:17.0,1.882392029,0.705007556,,30.34834632
14:59.8,48.97210872,,10:18.0,1.870676177,0.705007556,,33.42919026
15:00.8,48.95207841,,10:19.0,1.850645873,0.705007556,,38.92945467
15:01.8,48.93966637,,10:20.0,1.838233835,0.705007556,,38.01033195
15:02.8,48.94312742,,10:21.0,1.841694885,0.705007556,,32.12172763
15:03.8,48.93274427,,10:22.0,1.831311733,0.705007556,,35.99407479
15:04.8,48.93887072,,10:23.0,1.837438182,0.705007556,,41.09898267
15:05.8,48.92693608,,10:24.0,1.82550354,0.705007556,,31.35261767
15:06.8,49.01055818,,10:25.0,1.909125643,0.705007556,,41.95235495
15:07.8,49.02587429,,10:26.0,1.924441755,0.705007556,,18.1317404
15:08.8,48.4882384,,10:27.0,1.386805857,0.705007556,,17.66597028
15:09.8,48.53822467,,10:28.0,1.436792128,0.705007556,,24.11589671
