Time,RAM,,Time,RAM,AVG: 0.261943534181408,Smallest,CPU
31:55.9,75.68156772,,01:40.0,0.469429395,0.261943534,,33.0949228
31:56.9,75.67317369,,01:41.0,0.461035362,0.261943534,,37.35486472
31:57.9,75.66183577,,01:42.0,0.449697441,0.261943534,,32.60500831
31:58.9,75.68134893,,01:43.0,0.469210604,0.261943534,,36.26098119
31:59.9,75.69212987,,01:44.0,0.479991548,0.261943534,,32.90430815
32:00.9,75.698316,,01:45.0,0.486177672,0.261943534,,34.69348056
32:01.9,75.69759993,,01:46.0,0.485461601,0.261943534,,33.97818683
32:02.9,75.68866885,,01:47.0,0.47653052,0.261943534,,32.0945293
32:03.9,75.77672663,,01:48.0,0.564588304,0.261943534,,40.0843712
32:04.9,75.77589121,,01:49.0,0.563752884,0.261943534,,43.62282511
32:05.9,75.77412091,,01:50.0,0.56198258,0.261943534,,32.68947858
32:06.9,75.77905389,,01:51.0,0.566915563,0.261943534,,33.10053295
32:07.9,75.78840269,,01:52.0,0.576264365,0.261943534,,33.52512063
32:08.9,75.79387274,,01:53.0,0.581734418,0.261943534,,34.64794695
32:09.9,75.7937534,,01:54.0,0.581615069,0.261943534,,31.46213869
32:10.9,75.79767194,,01:55.0,0.585533609,0.261943534,,32.16456265
32:11.9,75.79554358,,01:56.0,0.583405257,0.261943534,,33.45440491
32:12.9,75.78981497,,01:57.0,0.577676646,0.261943534,,33.52040715
32:13.9,75.71942044,,01:58.0,0.507282117,0.261943534,,34.84729805
32:14.9,75.72779459,,01:59.0,0.515656266,0.261943534,,31.18279095
32:15.9,75.59993474,,02:00.0,0.38779641,0.261943534,,39.30820545
32:16.9,75.6085277,,02:01.0,0.396389375,0.261943534,,26.90092028
32:17.9,75.62567379,,02:02.0,0.413535466,0.261943534,,26.45152577
32:18.9,75.66585377,,02:03.0,0.453715446,0.261943534,,30.16020515
32:19.9,75.67884265,,02:04.0,0.466704322,0.261943534,,25.30897784
32:20.9,75.68789308,,02:05.0,0.475754752,0.261943534,,26.85475584
32:21.9,75.68194565,,02:06.0,0.469807326,0.261943534,,27.80225116
32:22.9,75.68176663,,02:07.0,0.469628302,0.261943534,,26.50594669
32:23.9,75.57379787,,02:08.0,0.361659541,0.261943534,,29.72449132
32:24.9,75.58881563,,02:09.0,0.376677304,0.261943534,,26.58960925
32:25.9,75.5842009,,02:10.0,0.372062577,0.261943534,,26.43300645
32:26.9,75.62899561,,02:11.0,0.416857284,0.261943534,,26.79978597
32:27.9,75.65503304,,02:12.0,0.442894711,0.261943534,,26.85860625
32:28.9,75.68357672,,02:13.0,0.471438398,0.261943534,,29.78836217
32:29.9,75.68568517,,02:14.0,0.473546842,0.261943534,,26.30142728
32:30.9,75.68667973,,02:15.0,0.474541402,0.261943534,,26.45090501
32:31.9,75.69083697,,02:16.0,0.478698639,0.261943534,,26.57522022
32:32.9,75.99914865,,02:17.0,0.787010323,0.261943534,,42.31332049
32:33.9,75.68980264,,02:18.0,0.477664312,0.261943534,,48.07595767
32:34.9,75.6807323,,02:19.0,0.468593976,0.261943534,,26.97384364
32:35.9,75.68317891,,02:20.0,0.471040583,0.261943534,,27.44338247
32:36.9,75.6827214,,02:21.0,0.470583071,0.261943534,,26.8019029
32:37.9,75.68105056,,02:22.0,0.468912232,0.261943534,,27.13593648
32:38.9,75.66052297,,02:23.0,0.448384648,0.261943534,,28.93429863
32:39.9,75.62893594,,02:24.0,0.416797609,0.261943534,,26.77062908
32:40.9,75.60164537,,02:25.0,0.38950704,0.261943534,,24.7978875
32:41.9,75.58386276,,02:26.0,0.371724437,0.261943534,,26.47848503
32:42.9,75.56255941,,02:27.0,0.350421085,0.261943534,,26.42715477
32:43.9,75.56826816,,02:28.0,0.356129836,0.261943534,,29.47989413
32:44.9,75.56556297,,02:29.0,0.353424647,0.261943534,,26.26242735
32:45.9,75.54762121,,02:30.0,0.335482881,0.261943534,,32.37169354
32:46.9,75.52369225,,02:31.0,0.311553921,0.261943534,,26.42898639
32:47.9,75.51621321,,02:32.0,0.304074888,0.261943534,,26.32112483
32:48.9,75.47215446,,02:33.0,0.260016136,0.261943534,,29.17223701
32:49.9,75.46033917,,02:34.0,0.248200842,0.261943534,,26.0515928
32:50.9,75.39442013,,02:35.0,0.182281807,0.261943534,,26.63996956
32:51.9,75.34359844,,02:36.0,0.131460116,0.261943534,,26.20655608
32:52.9,75.29651627,,02:37.0,0.084377942,0.261943534,,26.41497552
32:53.9,75.26658018,,02:38.0,0.054441858,0.261943534,,29.84536394
32:54.9,75.25723138,,02:39.0,0.045093056,0.261943534,,30.85941442
32:55.9,75.23391905,,02:40.0,0.021780725,0.261943534,,31.58225736
32:56.9,75.23680326,,02:41.0,0.024664938,0.261943534,,35.13001239
32:57.9,75.22741467,,02:42.0,0.015276344,0.261943534,, 
32:58.9,75.22315797,,02:43.0,0.011019642,0.261943534,,31.65928678
32:59.9,75.23549045,,02:44.0,0.023352122,0.261943534,,34.66190218
33:00.9,75.22144734,,02:45.0,0.009309012,0.261943534,,32.40914389
33:01.9,75.23616673,,02:46.0,0.024028402,0.261943534,,34.22252772
33:02.9,75.23493349,,02:47.0,0.022795168,0.261943534,,32.22361479
33:03.9,75.23610708,,02:48.0,0.023968751,0.261943534,,31.66151776
33:04.9,75.23473459,,02:49.0,0.022596261,0.261943534,,34.68770675
33:05.9,75.22642011,,02:50.0,0.014281785,0.261943534,,31.50562174
33:06.9,75.22892639,,02:51.0,0.016788067,0.261943534,,35.93041976
33:07.9,75.24750465,,02:52.0,0.035366323,0.261943534,,31.65798865
33:08.9,75.22357569,,02:53.0,0.011437363,0.261943534,,32.12475898
33:09.9,75.23662424,,02:54.0,0.024485914,0.261943534,,36.09045067
33:10.9,75.24129864,,02:55.0,0.029160315,0.261943534,,32.44771433
33:11.9,75.23757901,,02:56.0,0.025440683,0.261943534,,32.41768425
33:12.9,75.2244509,,02:57.0,0.012312573,0.261943534,,34.84485444
33:13.9,75.21854324,,02:58.0,0.006404915,0.261943534,,33.28455232
33:14.9,75.2137694,,02:59.0,0.001631072,0.261943534,,36.08717163
33:15.9,75.21213833,,03:00.0,0,0.261943534,,32.93529037
33:16.9,75.22335688,,03:01.0,0.011218549,0.261943534,,36.45472392
33:17.9,75.22721576,,03:02.0,0.015077437,0.261943534,,31.18913328
33:18.9,75.22560458,,03:03.0,0.013466249,0.261943534,,35.59844031
33:19.9,75.34145021,,03:04.0,0.129311881,0.261943534,,46.18430473
33:20.9,75.35018238,,03:05.0,0.138044055,0.261943534,,34.73364374
33:21.9,75.35656744,,03:06.0,0.144429109,0.261943534,,34.09073109
33:22.9,75.3368156,,03:07.0,0.124677271,0.261943534,,33.14644153
33:23.9,75.34417528,,03:08.0,0.132036954,0.261943534,,35.45192448
33:24.9,75.34427475,,03:09.0,0.132136419,0.261943534,,32.79279736
33:25.9,75.34686059,,03:10.0,0.13472226,0.261943534,,32.66258614
33:26.9,75.35742274,,03:11.0,0.145284412,0.261943534,,31.61472025
33:27.9,75.34534886,,03:12.0,0.133210537,0.261943534,,33.39482719
33:28.9,75.34884968,,03:13.0,0.136711355,0.261943534,,35.68026821
33:29.9,75.24965288,,03:14.0,0.037514558,0.261943534,,35.00801402
33:30.9,75.24052287,,03:15.0,0.028384547,0.261943534,,32.13337241
33:31.9,75.33643767,,03:16.0,0.12429934,0.261943534,,28.85533202
33:32.9,75.60920398,,03:17.0,0.397065654,0.261943534,,48.29678989
33:33.9,75.24810139,,03:18.0,0.035963068,0.261943534,,38.56640382
33:34.9,75.23994604,,03:19.0,0.027807709,0.261943534,,26.95032498
33:35.9,75.24320818,,03:20.0,0.031069852,0.261943534,,26.5359189
33:36.9,75.23210896,,03:21.0,0.019970629,0.261943534,,25.99615537
33:37.9,75.23346156,,03:22.0,0.021323236,0.261943534,,28.24078118
33:38.9,75.22854846,,03:23.0,0.016410137,0.261943534,,26.34332694
33:39.9,75.25562022,,03:24.0,0.043481891,0.261943534,,29.59226826
33:40.9,75.25965811,,03:25.0,0.04751978,0.261943534,,26.54578926
33:41.9,75.25094582,,03:26.0,0.03880749,0.261943534,,26.79194188
33:42.9,75.2467289,,03:27.0,0.034590578,0.261943534,,29.66547425
33:43.9,75.26558565,,03:28.0,0.053447322,0.261943534,,26.77621355
33:44.9,75.25997636,,03:29.0,0.047838036,0.261943534,,26.41472616
33:45.9,75.23308363,,03:30.0,0.020945305,0.261943534,,26.46485246
33:46.9,75.2469676,,03:31.0,0.034829276,0.261943534,,27.20288545
33:47.9,75.25492403,,03:32.0,0.042785704,0.261943534,,29.64581856
33:48.9,75.24424251,,03:33.0,0.032104179,0.261943534,,26.60673624
33:49.9,75.25114472,,03:34.0,0.039006397,0.261943534,,27.97218461
33:50.9,75.25122428,,03:35.0,0.039085955,0.261943534,,26.67091715
33:51.9,75.24473979,,03:36.0,0.032601459,0.261943534,,26.27303223
33:52.9,75.25046842,,03:37.0,0.038330094,0.261943534,,29.02104013
33:53.9,75.24959321,,03:38.0,0.037454884,0.261943534,,26.25100505
33:54.9,75.25918071,,03:39.0,0.047042384,0.261943534,,26.47355769
33:55.9,75.25723138,,03:40.0,0.045093056,0.261943534,,26.65161707
33:56.9,75.25918071,,03:41.0,0.047042384,0.261943534,,26.34107824
33:57.9,75.2585442,,03:42.0,0.046405871,0.261943534,,26.66656283
33:58.9,75.23755913,,03:43.0,0.025420799,0.261943534,,30.21595038
33:59.9,75.24477958,,03:44.0,0.03264125,0.261943534,,26.24557911
34:00.9,75.24666923,,03:45.0,0.034530903,0.261943534,,27.22440067
34:01.9,75.25215917,,03:46.0,0.04002084,0.261943534,,26.10145707
34:02.9,75.40585752,,03:47.0,0.193719193,0.261943534,,39.5767981
34:03.9,75.39205311,,03:48.0,0.179914781,0.261943534,,29.7006392
34:04.9,75.38906945,,03:49.0,0.176931126,0.261943534,,26.64396734
34:05.9,75.38385798,,03:50.0,0.171719655,0.261943534,,35.51619887
34:06.9,75.38785608,,03:51.0,0.175717752,0.261943534,,32.93285537
34:07.9,75.37836804,,03:52.0,0.166229717,0.261943534,,34.13515433
34:08.9,75.35905381,,03:53.0,0.146915484,0.261943534,,35.57828065
34:09.9,75.35559276,,03:54.0,0.143454433,0.261943534,,32.54670712
34:10.9,75.35770123,,03:55.0,0.145562901,0.261943534,,35.35853175
34:11.9,75.36195791,,03:56.0,0.149819581,0.261943534,,32.32768594
34:12.9,75.36426528,,03:57.0,0.152126956,0.261943534,,31.62132955
34:13.9,75.36072465,,03:58.0,0.148586324,0.261943534,,34.78490711
34:14.9,75.36024728,,03:59.0,0.148108951,0.261943534,,32.08496137
34:15.9,75.35827807,,04:00.0,0.146139739,0.261943534,,31.96929486
34:16.9,75.37307701,,04:01.0,0.160938688,0.261943534,,34.24172172
34:17.9,75.36472277,,04:02.0,0.152584445,0.261943534,,32.14800597
34:18.9,75.39909456,,04:03.0,0.186956232,0.261943534,,36.45905345
34:19.9,75.38302256,,04:04.0,0.170884235,0.261943534,,34.09400807
34:20.9,75.38176942,,04:05.0,0.169631094,0.261943534,,31.962453
34:21.9,75.40494252,,04:06.0,0.192804192,0.261943534,,36.64619465
34:22.9,75.40450491,,04:07.0,0.192366587,0.261943534,,31.96922308
34:23.9,75.53447321,,04:08.0,0.322334888,0.261943534,,63.752348
34:24.9,75.43533609,,04:09.0,0.223197765,0.261943534,,48.3994839
34:25.9,75.47000623,,04:10.0,0.257867901,0.261943534,,41.0790976
34:26.9,75.48512346,,04:11.0,0.272985129,0.261943534,,42.1946831
34:27.9,75.48052861,,04:12.0,0.268390286,0.261943534,,39.52957103
34:28.9,75.62581302,,04:13.0,0.413674698,0.261943534,,58.56166798
34:29.9,75.62338632,,04:14.0,0.411247998,0.261943534,,63.46273195
34:30.9,75.6165438,,04:15.0,0.404405478,0.261943534,,59.60855016
34:31.9,75.63740953,,04:16.0,0.425271201,0.261943534,,63.5549043
34:32.9,75.83355545,,04:17.0,0.621417118,0.261943534,,71.41925248
34:33.9,75.52530344,,04:18.0,0.313165109,0.261943534,,58.90474399
34:34.9,75.51092219,,04:19.0,0.298783858,0.261943534,,42.26303412
34:35.9,75.52629797,,04:20.0,0.314159645,0.261943534,,42.34220967
34:36.9,75.51760559,,04:21.0,0.305467262,0.261943534,,39.56313293
34:37.9,75.53196693,,04:22.0,0.319828605,0.261943534,,42.36792068
34:38.9,75.53214596,,04:23.0,0.320007629,0.261943534,,41.77458317
34:39.9,75.53737731,,04:24.0,0.325238984,0.261943534,,39.98893227
34:40.9,75.5454133,,04:25.0,0.333274971,0.261943534,,42.8526844
34:41.9,75.54308604,,04:26.0,0.330947712,0.261943534,,39.4267048
34:42.9,75.52418953,,04:27.0,0.3120512,0.261943534,,42.71988263
34:43.9,75.52239934,,04:28.0,0.310261012,0.261943534,,42.18723637
34:44.9,75.52840644,,04:29.0,0.316268113,0.261943534,,39.06820213
34:45.9,75.5213849,,04:30.0,0.309246569,0.261943534,,42.78498472
34:46.9,75.52480616,,04:31.0,0.312667829,0.261943534,,39.77230414
34:47.9,75.52395083,,04:32.0,0.311812502,0.261943534,,42.10525931
34:48.9,75.53628331,,04:33.0,0.324144983,0.261943534,,42.49932148
34:49.9,75.52958,,04:34.0,0.317441672,0.261943534,,39.59437319
34:50.9,75.51702873,,04:35.0,0.304890401,0.261943534,,42.26110646
34:51.9,75.5331604,,04:36.0,0.321022072,0.261943534,,41.30276729
34:52.9,75.5211462,,04:37.0,0.309007871,0.261943534,,39.07929623
34:53.9,75.53395605,,04:38.0,0.321817724,0.261943534,,42.58373663
34:54.9,75.54310595,,04:39.0,0.330967619,0.261943534,,45.62207321
34:55.9,75.54996837,,04:40.0,0.337830046,0.261943534,,59.4680969
34:56.9,75.54312583,,04:41.0,0.330987503,0.261943534,,62.77522727
34:57.9,75.54803893,,04:42.0,0.335900602,0.261943534,,62.71822176
34:58.9,75.55374766,,04:43.0,0.34160933,0.261943534,,54.6786285
34:59.9,75.6564453,,04:44.0,0.444306969,0.261943534,,54.72467072
35:00.9,75.55681089,,04:45.0,0.344672566,0.261943534,,54.06467983
35:01.9,75.58437993,,04:46.0,0.372241601,0.261943534,,33.42976639
35:02.9,75.59150094,,04:47.0,0.379362609,0.261943534,,31.41700921
35:03.9,75.59545924,,04:48.0,0.383320917,0.261943534,,32.35446224
35:04.9,75.62213318,,04:49.0,0.409994857,0.261943534,,32.13143293
35:05.9,75.63991581,,04:50.0,0.427777483,0.261943534,,35.46132075
35:06.9,75.65280522,,04:51.0,0.440666895,0.261943534,,31.77330955
35:07.9,75.64345642,,04:52.0,0.431318092,0.261943534,,33.60855807
35:08.9,75.5318277,,04:53.0,0.319689373,0.261943534,,41.99807583
35:09.9,75.53095249,,04:54.0,0.318814162,0.261943534,,26.3180678
35:10.9,75.43288948,,04:55.0,0.220751157,0.261943534,,29.3800053
35:11.9,75.43949333,,04:56.0,0.227355002,0.261943534,,26.52446533
35:12.9,75.44494348,,04:57.0,0.232805149,0.261943534,,26.006698
35:13.9,75.41844856,,04:58.0,0.206310232,0.261943534,,26.59966291
35:14.9,75.3612816,,04:59.0,0.149143278,0.261943534,,29.26202386
35:15.9,75.38131193,,05:00.0,0.169173605,0.261943534,,26.38293085
35:16.9,75.39235148,,05:01.0,0.180213153,0.261943534,,26.56778065
35:17.9,75.39527546,,05:02.0,0.183137134,0.261943534,,26.51370156
35:18.9,75.42081561,,05:03.0,0.208677282,0.261943534,,26.89411879
35:19.9,75.4678779,,05:04.0,0.255739573,0.261943534,,29.24875429
35:20.9,75.46483455,,05:05.0,0.25269622,0.261943534,,26.8504539
35:21.9,75.45982201,,05:06.0,0.247683679,0.261943534,,27.64903709
35:22.9,75.46507324,,05:07.0,0.252934918,0.261943534,,26.31226367
35:23.9,75.45108983,,05:08.0,0.238951505,0.261943534,,26.228129
35:24.9,75.45922526,,05:09.0,0.247086934,0.261943534,,30.04686929
35:25.9,75.46990679,,05:10.0,0.257768459,0.261943534,,26.08686369
35:26.9,75.47149807,,05:11.0,0.25935974,0.261943534,,26.33102344
35:27.9,75.47623214,,05:12.0,0.264093815,0.261943534,,25.94763111
35:28.9,75.47553596,,05:13.0,0.263397629,0.261943534,,26.38668596
35:29.9,75.46931004,,05:14.0,0.257171714,0.261943534,,28.74501918
35:30.9,75.46310403,,05:15.0,0.250965706,0.261943534,,26.21470519
35:31.9,75.56773109,,05:16.0,0.355592766,0.261943534,,28.93878491
35:32.9,75.83924429,,05:17.0,0.627105963,0.261943534,,45.34545481
35:33.9,75.47700789,,05:18.0,0.264869561,0.261943534,,37.35966766
35:34.9,75.48168229,,05:19.0,0.269543962,0.261943534,,29.46339064
35:35.9,75.47052339,,05:20.0,0.258385064,0.261943534,,26.58725461
35:36.9,75.48492455,,05:21.0,0.272786222,0.261943534,,26.168285
35:37.9,75.47217437,,05:22.0,0.260036043,0.261943534,,26.24853257
35:38.9,75.47983243,,05:23.0,0.267694099,0.261943534,,29.4578167
35:39.9,75.48753027,,05:24.0,0.275391946,0.261943534,,26.53401382
35:40.9,75.48922102,,05:25.0,0.277082692,0.261943534,,26.43001641
35:41.9,75.48154306,,05:26.0,0.269404729,0.261943534,,26.44565006
35:42.9,75.48623736,,05:27.0,0.274099037,0.261943534,,26.17590495
35:43.9,75.49618289,,05:28.0,0.284044561,0.261943534,,29.5341509
35:44.9,75.49693875,,05:29.0,0.284800422,0.261943534,,29.02816307
35:45.9,75.50487529,,05:30.0,0.292736967,0.261943534,,31.98029003
35:46.9,75.50308511,,05:31.0,0.290946779,0.261943534,,34.0770721
35:47.9,75.51601428,,05:32.0,0.303875958,0.261943534,,32.59835789
35:48.9,75.51386605,,05:33.0,0.301727722,0.261943534,,31.56974741
35:49.9,75.50803797,,05:34.0,0.295899645,0.261943534,,33.64735033
35:50.9,75.5057505,,05:35.0,0.293612178,0.261943534,,31.69393804
35:51.9,75.51565626,,05:36.0,0.303517934,0.261943534,,32.47435999
35:52.9,75.52570125,,05:37.0,0.313562923,0.261943534,,30.69451731
35:53.9,75.49845047,,05:38.0,0.286312145,0.261943534,,32.32104806
35:54.9,75.50294585,,05:39.0,0.290807523,0.261943534,,34.91868844
35:55.9,75.50676495,,05:40.0,0.294626621,0.261943534,,32.23136494
35:56.9,75.51014642,,05:41.0,0.29800809,0.261943534,,35.32206118
35:57.9,75.49574528,,05:42.0,0.283606956,0.261943534,,32.37164447
35:58.9,75.50473606,,05:43.0,0.292597734,0.261943534,,32.90504937
35:59.9,75.50682462,,05:44.0,0.294686295,0.261943534,,35.09971729
36:00.9,75.50919165,,05:45.0,0.297053321,0.261943534,,32.72914173
36:01.9,75.48768941,,05:46.0,0.275551085,0.261943534,,36.18244774
36:02.9,75.49035481,,05:47.0,0.278216484,0.261943534,,31.76101728
36:03.9,75.3720029,,05:48.0,0.15986457,0.261943534,,35.65633545
36:04.9,75.35595081,,05:49.0,0.14381248,0.261943534,,32.22926199
36:05.9,75.36321105,,05:50.0,0.151072722,0.261943534,,31.99559417
36:06.9,75.3675274,,05:51.0,0.155389076,0.261943534,,34.76157603
36:07.9,75.36291268,,05:52.0,0.150774349,0.261943534,,31.53444744
36:08.9,75.36148051,,05:53.0,0.149342185,0.261943534,,33.90383362
36:09.9,75.51629277,,05:54.0,0.304154446,0.261943534,,44.9456291
36:10.9,75.50823688,,05:55.0,0.296098553,0.261943534,,30.56727695
36:11.9,75.50845569,,05:56.0,0.296317367,0.261943534,,32.67009442
36:12.9,75.49809242,,05:57.0,0.285954098,0.261943534,,32.14804673
36:13.9,75.49037469,,05:58.0,0.278236368,0.261943534,,35.77581853
36:14.9,75.47861908,,05:59.0,0.266480749,0.261943534,,32.07229399
36:15.9,75.47491933,,06:00.0,0.262781,0.261943534,,32.80481194
36:16.9,75.48391011,,06:01.0,0.271771778,0.261943534,,33.22425945
36:17.9,75.47366619,,06:02.0,0.261527859,0.261943534,,33.93008944
36:18.9,75.46294489,,06:03.0,0.250806566,0.261943534,,32.93745921
36:19.9,75.36428517,,06:04.0,0.15214684,0.261943534,,43.48516434
