Time,RAM,CPU,,Time,RAM,AVG: 0.497783455915522,MIN
01:07.1,45.28393914,40.78816784,,0:00:53,0.32381136,0.497783456,
01:08.1,45.29166232,40.52479854,,0:00:54,0.331534538,0.497783456,
01:09.1,45.27719436,40.32630458,,0:00:55,0.317066582,0.497783456,
01:10.1,45.28185743,41.4193141,,0:00:56,0.321729644,0.497783456,
01:11.1,45.27117821,40.26643242,,0:00:57,0.311050424,0.497783456,
01:12.1,45.26501632,41.61041015,,0:00:58,0.304888538,0.497783456,
01:13.1,45.26270559,40.17390019,,0:00:59,0.30257781,0.497783456,
01:14.1,45.27367627,40.84004429,,0:01:00,0.313548488,0.497783456,
01:15.1,45.25972874,40.05354018,,0:01:01,0.299600954,0.497783456,
01:16.1,45.25656452,41.25241655,,0:01:02,0.296436739,0.497783456,
01:17.1,45.25131859,40.60788999,,0:01:03,0.291190809,0.497783456,
01:18.1,45.24909117,40.52960215,,0:01:04,0.288963388,0.497783456,
01:19.1,45.26243497,40.92344116,,0:01:05,0.302307191,0.497783456,
01:20.1,45.25577348,40.6712842,,0:01:06,0.295645697,0.497783456,
01:21.1,45.25781356,41.11939348,,0:01:07,0.297685782,0.497783456,
01:22.1,45.25977039,40.47593973,,0:01:08,0.299642608,0.497783456,
01:23.1,45.26231008,41.18823972,,0:01:09,0.302182301,0.497783456,
01:24.1,45.26253907,39.91153919,,0:01:10,0.30241129,0.497783456,
01:25.1,45.26368402,41.16348679,,0:01:11,0.303556235,0.497783456,
01:26.1,45.22887767,40.58297889,,0:01:12,0.268749893,0.497783456,
01:27.1,45.2379956,41.64467969,,0:01:13,0.27786782,0.497783456,
01:28.1,45.23020998,40.25739105,,0:01:14,0.270082196,0.497783456,
01:29.1,45.23503956,40.129438,,0:01:15,0.274911779,0.497783456,
01:30.1,45.22993936,40.67140667,,0:01:16,0.269811577,0.497783456,
01:31.1,45.2242979,40.40944779,,0:01:17,0.264170114,0.497783456,
01:32.1,45.22477669,40.93114772,,0:01:18,0.264648907,0.497783456,
01:33.1,45.23095939,40.3314105,,0:01:19,0.270831608,0.497783456,
01:34.1,45.21846907,40.7079094,,0:01:20,0.258341292,0.497783456,
01:35.1,45.21624165,40.74922412,,0:01:21,0.256113871,0.497783456,
01:36.1,45.21855236,40.98716233,,0:01:22,0.258424576,0.497783456,
01:37.1,45.21020466,40.17827136,,0:01:23,0.250076875,0.497783456,
01:38.1,45.23141737,41.37361721,,0:01:24,0.271289586,0.497783456,
01:39.1,45.21549222,39.51078495,,0:01:25,0.255364436,0.497783456,
01:40.1,45.20972586,40.794098,,0:01:26,0.249598082,0.497783456,
01:41.1,45.20837275,39.8285166,,0:01:27,0.248244964,0.497783456,
01:42.1,45.21740741,41.74496717,,0:01:28,0.257279631,0.497783456,
01:43.1,45.20660328,40.25240485,,0:01:29,0.246475497,0.497783456,
01:44.1,45.20277291,39.95203311,,0:01:30,0.242645131,0.497783456,
01:45.1,45.20333499,40.89152221,,0:01:31,0.243207207,0.497783456,
01:46.1,45.2082062,40.49516174,,0:01:32,0.24807842,0.497783456,
01:47.1,45.1291009,42.60056446,,0:01:33,0.168973114,0.497783456,
01:48.1,45.11923356,47.30181245,,0:01:34,0.159105775,0.497783456,
01:49.1,45.12731061,45.01367316,,0:01:35,0.167182833,0.497783456,
01:50.1,45.10801308,45.31231382,,0:01:36,0.147885294,0.497783456,
01:51.1,45.10857515,46.08015836,,0:01:37,0.14844737,0.497783456,
01:52.1,45.10472397,44.04988765,,0:01:38,0.144596188,0.497783456,
01:53.1,45.10807554,41.60146909,,0:01:39,0.147947762,0.497783456,
01:54.1,45.11026133,39.74780139,,0:01:40,0.150133553,0.497783456,
01:55.1,45.09695916,41.00834746,,0:01:41,0.13683138,0.497783456,
01:56.1,45.47751815,59.1519909,,0:01:42,0.517390366,0.497783456,
01:57.1,45.1557469,57.3389527,,0:01:43,0.195619115,0.497783456,
01:58.1,45.14306922,39.99075216,,0:01:44,0.18294144,0.497783456,
01:59.1,45.14779473,45.4757553,,0:01:45,0.187666947,0.497783456,
02:00.1,45.15797434,43.81567072,,0:01:46,0.197846559,0.497783456,
02:01.1,45.16446929,40.86374972,,0:01:47,0.204341509,0.497783456,
02:02.1,45.14904377,47.40918082,,0:01:48,0.18891599,0.497783456,
02:03.1,45.15458114,40.09558455,,0:01:49,0.194453355,0.497783456,
02:04.1,45.13530441,40.741954,,0:01:50,0.175176631,0.497783456,
02:05.1,45.14629588,40.75210115,,0:01:51,0.1861681,0.497783456,
02:06.1,45.19773516,40.54438194,,0:01:52,0.237607374,0.497783456,
02:07.1,45.19103203,39.04148066,,0:01:53,0.23090425,0.497783456,
02:08.1,45.19821395,40.75972075,,0:01:54,0.238086167,0.497783456,
02:09.1,45.19598653,40.51621398,,0:01:55,0.235858746,0.497783456,
02:10.1,45.19677757,40.75473557,,0:01:56,0.236649788,0.497783456,
02:11.1,45.18420399,39.62358203,,0:01:57,0.224076212,0.497783456,
02:12.1,45.19563262,41.17913524,,0:01:58,0.235504843,0.497783456,
02:13.1,45.18593181,40.81525677,,0:01:59,0.225804024,0.497783456,
02:14.1,45.18524484,40.51831798,,0:02:00,0.225117058,0.497783456,
02:15.1,45.19203125,41.14655237,,0:02:01,0.231903466,0.497783456,
02:16.1,45.1826427,40.48536281,,0:02:02,0.222514919,0.497783456,
02:17.1,45.16700898,40.93075235,,0:02:03,0.206881203,0.497783456,
02:18.1,45.17175531,39.78553624,,0:02:04,0.211627525,0.497783456,
02:19.1,45.16757106,40.79408008,,0:02:05,0.207443279,0.497783456,
02:20.1,45.16873682,40.7421176,,0:02:06,0.208609039,0.497783456,
02:21.1,45.17412848,40.5141593,,0:02:07,0.214000698,0.497783456,
02:22.1,45.17106834,40.33360793,,0:02:08,0.210940559,0.497783456,
02:23.1,45.1787707,41.56725521,,0:02:09,0.218642922,0.497783456,
02:24.1,45.17298353,39.71938491,,0:02:10,0.212855754,0.497783456,
02:25.1,45.1735664,40.58661742,,0:02:11,0.213438622,0.497783456,
02:26.1,45.18012382,40.2180456,,0:02:12,0.219996041,0.497783456,
02:27.1,45.2038346,42.48131298,,0:02:13,0.243706815,0.497783456,
02:28.1,45.18064425,40.34550555,,0:02:14,0.220516464,0.497783456,
02:29.1,45.17929113,39.6845133,,0:02:15,0.219163345,0.497783456,
02:30.1,45.19596571,41.11589293,,0:02:16,0.235837931,0.497783456,
02:31.1,45.17785475,40.74339367,,0:02:17,0.217726966,0.497783456,
02:32.1,45.18474523,40.69517239,,0:02:18,0.22461745,0.497783456,
02:33.1,45.19527872,40.16464448,,0:02:19,0.235150941,0.497783456,
02:34.1,45.17550241,40.89559502,,0:02:20,0.215374632,0.497783456,
02:35.1,45.17714697,41.00224943,,0:02:21,0.217019185,0.497783456,
02:36.1,45.18905439,41.2965976,,0:02:22,0.228926609,0.497783456,
02:37.1,45.19013689,42.71879605,,0:02:23,0.230009109,0.497783456,
02:38.1,45.23653841,42.94534842,,0:02:24,0.276410626,0.497783456,
02:39.1,45.22862787,41.62840417,,0:02:25,0.268500089,0.497783456,
02:40.1,45.23385299,40.69922811,,0:02:26,0.273725204,0.497783456,
02:41.1,45.24255457,39.19909813,,0:02:27,0.282426784,0.497783456,
02:42.1,45.23716291,41.57303187,,0:02:28,0.277035125,0.497783456,
02:43.1,45.23630942,39.74703364,,0:02:29,0.276181637,0.497783456,
02:44.1,45.22833644,39.54965149,,0:02:30,0.268208655,0.497783456,
02:45.1,45.19975443,41.17825067,,0:02:31,0.239626644,0.497783456,
02:46.1,45.20152389,40.40816888,,0:02:32,0.241396111,0.497783456,
02:47.1,45.2021276,41.04997752,,0:02:33,0.241999817,0.497783456,
02:48.1,45.2059996,40.85612259,,0:02:34,0.245871814,0.497783456,
02:49.1,45.20162797,39.56429776,,0:02:35,0.241500186,0.497783456,
02:50.1,45.20616612,40.7175049,,0:02:36,0.246038335,0.497783456,
02:51.1,45.20393869,41.95926216,,0:02:37,0.243810914,0.497783456,
02:52.1,45.20951769,40.03187595,,0:02:38,0.249389908,0.497783456,
02:53.1,45.21463871,40.8409709,,0:02:39,0.254510925,0.497783456,
02:54.1,45.12131527,48.35535884,,0:02:40,0.16118749,0.497783456,
02:55.1,45.11461212,44.73410281,,0:02:41,0.154484343,0.497783456,
02:56.1,45.40068192,56.78248682,,0:02:42,0.440554135,0.497783456,
02:57.1,45.48114034,68.43354259,,0:02:43,0.521012559,0.497783456,
02:58.1,45.13276472,47.63487726,,0:02:44,0.172636937,0.497783456,
02:59.1,45.1183176,40.34460739,,0:02:45,0.158189819,0.497783456,
03:00.1,45.13189039,41.1875902,,0:02:46,0.171762612,0.497783456,
03:01.1,45.14615018,40.47536132,,0:02:47,0.186022394,0.497783456,
03:02.1,45.14007155,40.70401964,,0:02:48,0.179943768,0.497783456,
03:03.1,45.14248635,40.44874355,,0:02:49,0.182358571,0.497783456,
03:04.1,45.14968909,40.77235466,,0:02:50,0.189561304,0.497783456,
03:05.1,45.15637142,43.90954597,,0:02:51,0.196243636,0.497783456,
03:06.1,45.1981515,44.01966155,,0:02:52,0.238023722,0.497783456,
03:07.1,45.19625715,43.56363712,,0:02:53,0.236129365,0.497783456,
03:08.1,45.20620775,43.51144879,,0:02:54,0.246079965,0.497783456,
03:09.1,45.19509139,43.29301883,,0:02:55,0.234963605,0.497783456,
03:10.1,45.19646532,41.30840008,,0:02:56,0.236337539,0.497783456,
03:11.1,45.1867645,39.68713194,,0:02:57,0.22663672,0.497783456,
03:12.1,45.1989842,41.42538016,,0:02:58,0.238856417,0.497783456,
03:13.1,45.17914542,40.03393814,,0:02:59,0.21901764,0.497783456,
03:14.1,45.17931194,39.91877872,,0:03:00,0.21918416,0.497783456,
03:15.1,45.17641837,40.54970019,,0:03:01,0.216290588,0.497783456,
03:16.1,45.18482851,40.55827996,,0:03:02,0.224700733,0.497783456,
03:17.1,45.17785475,40.88548197,,0:03:03,0.217726966,0.497783456,
03:18.1,45.18967891,39.72612783,,0:03:04,0.229551131,0.497783456,
03:19.1,45.18357947,39.74129747,,0:03:05,0.22345169,0.497783456,
03:20.1,45.18511995,40.87226336,,0:03:06,0.224992167,0.497783456,
03:21.1,45.17646,40.48362722,,0:03:07,0.216332218,0.497783456,
03:22.1,45.19094875,39.78466173,,0:03:08,0.230820966,0.497783456,
03:23.1,45.18768046,40.7754058,,0:03:09,0.227552676,0.497783456,
03:24.1,45.18589018,40.61144551,,0:03:10,0.225762394,0.497783456,
03:25.1,45.18801354,41.14838213,,0:03:11,0.227885763,0.497783456,
03:26.1,45.18143531,39.5472575,,0:03:12,0.221307529,0.497783456,
03:27.1,45.19359254,41.44884139,,0:03:13,0.233464758,0.497783456,
03:28.1,45.18357947,40.13698422,,0:03:14,0.22345169,0.497783456,
03:29.1,45.18672287,40.60212883,,0:03:15,0.22659509,0.497783456,
03:30.1,45.18305905,39.89024278,,0:03:16,0.222931267,0.497783456,
03:31.1,45.18212228,40.43579654,,0:03:17,0.221994496,0.497783456,
03:32.1,45.18441217,40.7003243,,0:03:18,0.224284385,0.497783456,
03:33.1,45.19340518,40.01284339,,0:03:19,0.233277399,0.497783456,
03:34.1,45.19132347,40.93163717,,0:03:20,0.231195684,0.497783456,
03:35.1,45.18928338,40.67049456,,0:03:21,0.229155598,0.497783456,
03:36.1,45.19013689,40.35458048,,0:03:22,0.230009109,0.497783456,
03:37.1,45.1871184,39.87099054,,0:03:23,0.226990623,0.497783456,
03:38.1,45.18241371,40.54464874,,0:03:24,0.22228593,0.497783456,
03:39.1,45.19382153,40.23101793,,0:03:25,0.233693747,0.497783456,
03:40.1,45.19211453,40.6029717,,0:03:26,0.231986749,0.497783456,
03:41.1,45.18901276,39.92294676,,0:03:27,0.228884979,0.497783456,
03:42.1,45.21045446,41.16854694,,0:03:28,0.250326679,0.497783456,
03:43.1,45.19829723,39.81462578,,0:03:29,0.23816945,0.497783456,
03:44.1,45.18659796,40.71866531,,0:03:30,0.226470176,0.497783456,
03:45.1,45.18786782,39.62286742,,0:03:31,0.227740035,0.497783456,
03:46.1,45.18659796,40.65665779,,0:03:32,0.226470176,0.497783456,
03:47.1,45.19055324,40.05390722,,0:03:33,0.230425457,0.497783456,
03:48.1,45.19080304,39.59362187,,0:03:34,0.230675261,0.497783456,
03:49.1,45.18522402,40.18775394,,0:03:35,0.225096243,0.497783456,
03:50.1,45.18139368,40.42756748,,0:03:36,0.221265899,0.497783456,
03:51.1,45.17344151,41.63955134,,0:03:37,0.213313731,0.497783456,
03:52.1,45.1730668,39.24876919,,0:03:38,0.212939014,0.497783456,
03:53.1,45.17419092,40.99728071,,0:03:39,0.214063143,0.497783456,
03:54.1,45.17086017,40.33793784,,0:03:40,0.210732385,0.497783456,
03:55.1,45.17396194,40.55961226,,0:03:41,0.213834154,0.497783456,
03:56.1,45.50911864,57.97314831,,0:03:42,0.548990863,0.497783456,
03:57.1,45.18389174,57.16528342,,0:03:43,0.223763962,0.497783456,
03:58.1,45.17623101,40.352714,,0:03:44,0.216103229,0.497783456,
03:59.1,45.17015238,39.88933651,,0:03:45,0.210024603,0.497783456,
04:00.1,45.12141935,44.39194541,,0:03:46,0.161291566,0.497783456,
04:01.1,45.13047483,45.85008507,,0:03:47,0.170347048,0.497783456,
04:02.1,45.10641015,48.21486747,,0:03:48,0.146282371,0.497783456,
04:03.1,45.10992827,45.38818689,,0:03:49,0.149800489,0.497783456,
04:04.1,45.11330066,44.17134517,,0:03:50,0.153172878,0.497783456,
04:05.1,45.11656895,42.96651978,,0:03:51,0.156441168,0.497783456,
04:06.1,45.17327497,44.94546209,,0:03:52,0.213147188,0.497783456,
04:07.1,45.16388642,43.16442176,,0:03:53,0.203758641,0.497783456,
04:08.1,45.17354559,41.78808374,,0:03:54,0.213417807,0.497783456,
04:09.1,45.17319171,40.25943299,,0:03:55,0.213063927,0.497783456,
04:10.1,45.17190104,40.16294127,,0:03:56,0.211773254,0.497783456,
04:11.1,45.19611142,43.03871665,,0:03:57,0.235983636,0.497783456,
04:12.1,45.21873969,46.66058759,,0:03:58,0.258611911,0.497783456,
04:13.1,45.19178144,43.15701843,,0:03:59,0.231653662,0.497783456,
04:14.1,45.19629878,42.84518455,,0:04:00,0.236170995,0.497783456,
04:15.1,45.19228105,39.97398537,,0:04:01,0.23215327,0.497783456,
04:16.1,45.18541138,43.98161995,,0:04:02,0.225283601,0.497783456,
04:17.1,45.19761026,40.13694715,,0:04:03,0.237482484,0.497783456,
04:18.1,45.19413378,40.57829081,,0:04:04,0.234005996,0.497783456,
04:19.1,45.19030343,39.89575523,,0:04:05,0.230175653,0.497783456,
04:20.1,45.19092793,41.12837192,,0:04:06,0.230800151,0.497783456,
04:21.1,45.19573672,39.89995762,,0:04:07,0.235608942,0.497783456,
04:22.1,45.1926974,40.25155493,,0:04:08,0.232569617,0.497783456,
04:23.1,45.18178919,40.75604032,,0:04:09,0.221661408,0.497783456,
04:24.1,45.18345458,40.86694247,,0:04:10,0.2233268,0.497783456,
04:25.1,45.18718085,40.91794817,,0:04:11,0.227053068,0.497783456,
04:26.1,45.20044139,39.88772701,,0:04:12,0.240313611,0.497783456,
04:27.1,45.21270272,41.04970012,,0:04:13,0.252574938,0.497783456,
04:28.1,45.20223167,40.5552334,,0:04:14,0.242103892,0.497783456,
04:29.1,45.19848459,40.5258734,,0:04:15,0.238356809,0.497783456,
04:30.1,45.19654858,39.81551185,,0:04:16,0.236420799,0.497783456,
04:31.1,45.19829723,41.56769209,,0:04:17,0.23816945,0.497783456,
04:32.1,45.20154471,40.20265357,,0:04:18,0.241416926,0.497783456,
04:33.1,45.20050384,40.15275518,,0:04:19,0.240376056,0.497783456,
04:34.1,45.20618693,39.41054615,,0:04:20,0.24605915,0.497783456,
04:35.1,45.23920299,42.03610843,,0:04:21,0.27907521,0.497783456,
04:36.1,45.21093325,39.96578217,,0:04:22,0.250805472,0.497783456,
04:37.1,45.18026955,33.30618589,,0:04:23,0.220141769,0.497783456,
04:38.1,45.19677757,44.72982118,,0:04:24,0.236649788,0.497783456,
04:39.1,45.23379054,41.23316142,,0:04:25,0.273662759,0.497783456,
04:40.1,45.2870617,36.42428185,,0:04:26,0.326933921,0.497783456,
04:41.1,45.31909936,43.27493312,,0:04:27,0.358971581,0.497783456,
04:42.1,45.33046555,39.83832596,,0:04:28,0.370337768,0.497783456,
04:43.1,45.34037452,37.86822726,,0:04:29,0.380246737,0.497783456,
04:44.1,45.38702584,41.75388353,,0:04:30,0.426898059,0.497783456,
04:45.1,45.38234199,33.37029178,,0:04:31,0.422214205,0.497783456,
04:46.1,45.41419226,41.97850997,,0:04:32,0.454064482,0.497783456,
04:47.1,45.43557152,41.4266481,,0:04:33,0.475443737,0.497783456,
04:48.1,45.35629967,35.23045199,,0:04:34,0.396171887,0.497783456,
04:49.1,45.37919859,41.46576341,,0:04:35,0.419070805,0.497783456,
04:50.1,45.39173053,34.1085647,,0:04:36,0.431602751,0.497783456,
04:51.1,45.42595398,42.48586117,,0:04:37,0.465826201,0.497783456,
04:52.1,45.52697978,42.04861405,,0:04:38,0.566852,0.497783456,
04:53.1,45.58537201,41.16148702,,0:04:39,0.625244226,0.497783456,
04:54.1,45.6414535,39.76963447,,0:04:40,0.681325724,0.497783456,
04:55.1,45.69006163,47.65343178,,0:04:41,0.729933847,0.497783456,
04:56.1,45.9464253,54.10755954,,0:04:42,0.986297522,0.497783456,
04:57.1,46.04155983,61.57018122,,0:04:43,1.081432053,0.497783456,
04:58.1,45.71552105,47.71164714,,0:04:44,0.755393272,0.497783456,
04:59.1,45.74189644,44.0338644,,0:04:45,0.781768654,0.497783456,
05:00.1,45.74712155,33.56388212,,0:04:46,0.786993769,0.497783456,
05:01.1,45.75249237,42.0413505,,0:04:47,0.79236459,0.497783456,
05:02.1,45.78956779,40.87695969,,0:04:48,0.829440006,0.497783456,
05:03.1,45.7915038,34.39604175,,0:04:49,0.831376016,0.497783456,
05:04.1,45.83848818,40.90487408,,0:04:50,0.878360402,0.497783456,
05:05.1,45.69736846,35.25615896,,0:04:51,0.737240678,0.497783456,
05:06.1,45.69226826,45.21518832,,0:04:52,0.732140476,0.497783456,
05:07.1,45.69139393,50.40310025,,0:04:53,0.73126615,0.497783456,
05:08.1,45.68868769,37.44952155,,0:04:54,0.728559913,0.497783456,
05:09.1,45.69780562,43.37625865,,0:04:55,0.737677841,0.497783456,
05:10.1,45.69366301,43.35556231,,0:04:56,0.733535225,0.497783456,
05:11.1,45.70465448,41.90454082,,0:04:57,0.744526694,0.497783456,
05:12.1,45.66420669,52.80384644,,0:04:58,0.704078912,0.497783456,
05:13.1,45.6874803,41.12168888,,0:04:59,0.727352523,0.497783456,
05:14.1,45.69532837,33.27597674,,0:05:00,0.735200592,0.497783456,
05:15.1,45.71976777,41.08274613,,0:05:01,0.759639987,0.497783456,
05:16.1,45.76373367,41.37617119,,0:05:02,0.803605886,0.497783456,
05:17.1,45.67586431,35.55044483,,0:05:03,0.715736533,0.497783456,
05:18.1,45.67796684,45.53068536,,0:05:04,0.717839063,0.497783456,
05:19.1,45.68385811,43.90599463,,0:05:05,0.723730331,0.497783456,
05:20.1,45.66277029,38.04738772,,0:05:06,0.70264251,0.497783456,
05:21.1,45.68927059,52.17201003,,0:05:07,0.729142805,0.497783456,
05:22.1,45.69197682,44.83018578,,0:05:08,0.731849042,0.497783456,
05:23.1,45.68527368,40.99879947,,0:05:09,0.725145894,0.497783456,
05:24.1,45.68633536,35.51341784,,0:05:10,0.726207579,0.497783456,
05:25.1,45.7115658,51.52170186,,0:05:11,0.751438015,0.497783456,
05:26.1,45.73275769,40.84304125,,0:05:12,0.772629911,0.497783456,
05:27.1,45.7485163,34.10331924,,0:05:13,0.788388518,0.497783456,
05:28.1,45.74551863,41.66194162,,0:05:14,0.785390847,0.497783456,
05:29.1,45.74110537,40.80447509,,0:05:15,0.780977588,0.497783456,
05:30.1,45.72919794,34.27418977,,0:05:16,0.769070164,0.497783456,
05:31.1,45.69957509,53.81327994,,0:05:17,0.739447307,0.497783456,
05:32.1,45.73698357,41.03022155,,0:05:18,0.776855787,0.497783456,
05:33.1,45.73646315,33.94287238,,0:05:19,0.776335364,0.497783456,
05:34.1,45.75105599,41.48946709,,0:05:20,0.790928211,0.497783456,
05:35.1,45.77172747,38.5850785,,0:05:21,0.811599684,0.497783456,
05:36.1,45.6942459,38.68533531,,0:05:22,0.734118116,0.497783456,
05:37.1,45.73473531,41.97330837,,0:05:23,0.774607528,0.497783456,
05:38.1,45.73989798,33.44424348,,0:05:24,0.779770198,0.497783456,
05:39.1,45.7555317,41.56746092,,0:05:25,0.795403915,0.497783456,
05:40.1,45.78565416,35.51216067,,0:05:26,0.825526379,0.497783456,
05:41.1,45.78444677,39.43264059,,0:05:27,0.824318989,0.497783456,
05:42.1,45.7989147,40.83798376,,0:05:28,0.838786923,0.497783456,
05:43.1,45.77926329,41.59303205,,0:05:29,0.819135504,0.497783456,
05:44.1,45.79037967,37.23219214,,0:05:30,0.830251887,0.497783456,
05:45.1,45.69699376,50.33489899,,0:05:31,0.736865984,0.497783456,
05:46.1,45.71851873,40.6163072,,0:05:32,0.758390944,0.497783456,
05:47.1,45.70617414,41.60764162,,0:05:33,0.746046356,0.497783456,
05:48.1,45.67653047,43.15718115,,0:05:34,0.716402685,0.497783456,
05:49.1,45.1121349,43.93447204,,0:05:35,0.152007118,0.497783456,
05:50.1,45.11026133,33.74357796,,0:05:36,0.150133553,0.497783456,
05:51.1,45.1508965,42.74123357,,0:05:37,0.190768717,0.497783456,
05:52.1,45.19242678,41.89059523,,0:05:38,0.232298998,0.497783456,
05:53.1,45.29024673,33.60135284,,0:05:39,0.330118951,0.497783456,
05:54.1,45.49175711,41.74225762,,0:05:40,0.531629333,0.497783456,
05:55.1,45.53932439,40.90869836,,0:05:41,0.579196611,0.497783456,
05:56.1,45.92960501,56.32792462,,0:05:42,0.969477231,0.497783456,
05:57.1,45.53676386,69.25301824,,0:05:43,0.576636079,0.497783456,
05:58.1,45.54336291,42.14580057,,0:05:44,0.583235128,0.497783456,
05:59.1,45.55912154,32.8481059,,0:05:45,0.598993758,0.497783456,
06:00.1,45.57504667,42.04593908,,0:05:46,0.614918885,0.497783456,
06:01.1,45.61947054,41.31316484,,0:05:47,0.659342762,0.497783456,
06:02.1,45.51940233,37.06376602,,0:05:48,0.55927455,0.497783456,
06:03.1,45.54448704,41.38992347,,0:05:49,0.584359258,0.497783456,
06:04.1,45.56191104,33.8110168,,0:05:50,0.601783255,0.497783456,
06:05.1,45.57261107,40.99683255,,0:05:51,0.61248329,0.497783456,
06:06.1,45.64669944,41.37106102,,0:05:52,0.686571654,0.497783456,
06:07.1,45.6415784,34.36467716,,0:05:53,0.681450614,0.497783456,
06:08.1,45.63704027,41.20062529,,0:05:54,0.676912489,0.497783456,
06:09.1,45.64266089,41.36831181,,0:05:55,0.682533113,0.497783456,
06:10.1,45.63129471,33.30128291,,0:05:56,0.671166927,0.497783456,
06:11.1,45.61582754,54.09507875,,0:05:57,0.655699754,0.497783456,
06:12.1,45.5297693,44.44685996,,0:05:58,0.56964152,0.497783456,
06:13.1,45.51692508,46.73939575,,0:05:59,0.556797302,0.497783456,
06:14.1,45.51224123,42.64688356,,0:06:00,0.552113447,0.497783456,
06:15.1,45.52781248,53.70888272,,0:06:01,0.567684695,0.497783456,
06:16.1,45.58510139,40.85282819,,0:06:02,0.624973606,0.497783456,
06:17.1,45.55722716,40.07943847,,0:06:03,0.597099378,0.497783456,
06:18.1,45.55410457,42.31921272,,0:06:04,0.593976793,0.497783456,
06:19.1,45.52847863,41.90476251,,0:06:05,0.568350847,0.497783456,
