,ORIGINAL,,,,1TS,,,7TS,,,25TS,,,100TS,,,FINAL,
Time,RAM,AVG,,Time,RAM,AVG,,RAM,AVG,,RAM,AVG,,RAM,AVG,,RAM,AVG
,,,,06:26.0,0.129888719,0.261943534,,0.817523245,0.705007556,,1.213079947,0.497783456,,0.605238881,0.686320151,,,
,,,,06:27.0,0.126905064,0.261943534,,0.7866523,0.705007556,,1.166449441,0.497783456,,0.613107789,0.686320151,,,
,,,,06:28.0,0.138163404,0.261943534,,0.794608728,0.705007556,,1.17946018,0.497783456,,0.599972136,0.686320151,,,
,,,,06:29.0,0.138501567,0.261943534,,0.788880093,0.705007556,,1.165221236,0.497783456,,0.476338854,0.686320151,,,
,,,,06:30.0,0.14277813,0.261943534,,0.79761229,0.705007556,,1.155478787,0.497783456,,0.436140876,0.686320151,,,
,,,,06:31.0,0.144051178,0.261943534,,0.813644496,0.705007556,,1.208000561,0.497783456,,0.458706706,0.686320151,,,
,,,,06:32.0,0.139217638,0.261943534,,0.831009401,0.705007556,,1.225778438,0.497783456,,0.478878571,0.686320151,,,
,,,,06:33.0,0.127362553,0.261943534,,0.807975535,0.705007556,,1.203295868,0.497783456,,0.437244191,0.686320151,,,
,,,,06:34.0,0.133508886,0.261943534,,0.81724478,0.705007556,,1.171299862,0.497783456,,0.451608049,0.686320151,,,
,,,,06:35.0,0.133608351,0.261943534,,0.808154559,0.705007556,,1.172694611,0.497783456,,0.478295679,0.686320151,,,
,,,,06:36.0,0.126706157,0.261943534,,0.796200009,0.705007556,,1.191076171,0.497783456,,0.500299456,0.686320151,,,
,,,,06:37.0,0.131102069,0.261943534,,0.80887063,0.705007556,,1.185184927,0.497783456,,0.491056615,0.686320151,,,
,,,,06:38.0,0.13559747,0.261943534,,0.806443929,0.705007556,,1.173610566,0.497783456,,0.48793403,0.686320151,,,
,,,,06:39.0,0.125711598,0.261943534,,0.795563497,0.705007556,,1.20481553,0.497783456,,0.497634849,0.686320151,,,
,,,,06:40.0,0.136194192,0.261943534,,0.795265124,0.705007556,,1.230545575,0.497783456,,0.470239436,0.686320151,,,
,,,,06:41.0,0.133628235,0.261943534,,0.806105766,0.705007556,,1.238081395,0.497783456,,0.489183073,0.686320151,,,
,,,,06:42.0,0.148626114,0.261943534,,0.796995661,0.705007556,,0.881940942,0.497783456,,0.472279522,0.686320151,,,
,,,,06:43.0,0.140271871,0.261943534,,0.788860209,0.705007556,,1.019771537,0.497783456,,0.483604055,0.686320151,,,
,,,,06:44.0,0.157596986,0.261943534,,0.782972458,0.705007556,,0.666316529,0.497783456,,0.51022924,0.686320151,,,
,,,,06:45.0,0.154951471,0.261943534,,0.781082804,0.705007556,,0.580508076,0.497783456,,0.506398874,0.686320151,,,
,,,,06:46.0,0.153280632,0.261943534,,0.780844107,0.705007556,,0.59333148,0.497783456,,0.888727349,0.686320151,,,
,,,,06:47.0,0.142002385,0.261943534,,0.780386618,0.705007556,,0.598244323,0.497783456,,0.484644924,0.686320151,,,
,,,,06:48.0,0.138004287,0.261943534,,0.77965064,0.705007556,,0.58269389,0.497783456,,0.499133696,0.686320151,,,
,,,,06:49.0,0.137109193,0.261943534,,0.785438949,0.705007556,,0.589126395,0.497783456,,0.513622444,0.686320151,,,
,,,,06:50.0,0.134801818,0.261943534,,0.79128691,0.705007556,,0.591791002,0.497783456,,0.517369551,0.686320151,,,
,,,,06:51.0,0.133866933,0.261943534,,0.784205692,0.705007556,,0.58471316,0.497783456,,0.506419689,0.686320151,,,
,,,,06:52.0,0.140629895,0.261943534,,0.789536513,0.705007556,,0.613669865,0.497783456,,0.517390366,0.686320151,,,
,,,,06:53.0,0.141664245,0.261943534,,0.779093686,0.705007556,,0.629990548,0.497783456,,0.516911573,0.686320151,,,
,,,,06:54.0,0.127243204,0.261943534,,0.78923814,0.705007556,,0.67358173,0.497783456,,0.477920962,0.686320151,,,
,,,,06:55.0,0.137845147,0.261943534,,0.792639516,0.705007556,,0.678515411,0.497783456,,0.500132912,0.686320151,,,
,,,,06:56.0,0.137705915,0.261943534,,1.040840359,0.705007556,,0.669876277,0.497783456,,0.859708176,0.686320151,,,
,,,,06:57.0,0.134583027,0.261943534,,1.025524223,0.705007556,,0.669543189,0.497783456,,0.874509197,0.686320151,,,
,,,,06:58.0,0.127839949,0.261943534,,1.01695119,0.705007556,,0.659321947,0.497783456,,0.897741178,0.686320151,,,
,,,,06:59.0,0.117735285,0.261943534,,1.017388795,0.705007556,,0.662673521,0.497783456,,0.904652477,0.686320151,,,
,,,,07:00.0,0.12380206,0.261943534,,1.041417197,0.705007556,,0.627617375,0.497783456,,0.931881368,0.686320151,,,
,,,,07:01.0,0.119465799,0.261943534,,1.042073616,0.705007556,,0.655887113,0.497783456,,0.872718916,0.686320151,,,
,,,,07:02.0,0.110594369,0.261943534,,1.036563772,0.705007556,,0.660904055,0.497783456,,0.867868518,0.686320151,,,
,,,,07:03.0,0.114473142,0.261943534,,1.037319633,0.705007556,,0.678515411,0.497783456,,0.867202366,0.686320151,,,
,,,,07:04.0,0.118491123,0.261943534,,1.036384772,0.705007556,,0.588023081,0.497783456,,0.867119106,0.686320151,,,
,,,,07:05.0,0.226619025,0.261943534,,1.027334319,0.705007556,,0.508605526,0.497783456,,0.498550804,0.686320151,,,
,,,,07:06.0,0.220651692,0.261943534,,1.038433542,0.705007556,,0.508272438,0.497783456,,0.517057278,0.686320151,,,
,,,,07:07.0,0.233322312,0.261943534,,0.778656081,0.705007556,,0.535813579,0.497783456,,0.529068802,0.686320151,,,
,,,,07:08.0,0.218284666,0.261943534,,0.772927446,0.705007556,,0.490661105,0.497783456,,0.545722549,0.686320151,,,
,,,,07:09.0,0.225962629,0.261943534,,0.781818759,0.705007556,,0.504171453,0.497783456,,0.512019522,0.686320151,,,
,,,,07:10.0,0.227534026,0.261943534,,0.786930765,0.705007556,,0.529276999,0.497783456,,0.537249958,0.686320151,,,
,,,,07:11.0,0.237220968,0.261943534,,1.017249539,0.705007556,,0.53872799,0.497783456,,0.55509028,0.686320151,,,
,,,,07:12.0,0.230338657,0.261943534,,1.089792303,0.705007556,,0.580966054,0.497783456,,0.545680919,0.686320151,,,
,,,,07:13.0,0.221845158,0.261943534,,0.77485689,0.705007556,,0.607591239,0.497783456,,0.553653902,0.686320151,,,
,,,,07:14.0,0.221686042,0.261943534,,0.782554737,0.705007556,,0.623641303,0.497783456,,0.551884435,0.686320151,,,
,,,,07:15.0,0.131300977,0.261943534,,0.775354169,0.705007556,,0.544827432,0.497783456,,0.550781121,0.686320151,,,
,,,,07:16.0,0.250587775,0.261943534,,0.789695629,0.705007556,,0.542204455,0.497783456,,0.522282394,0.686320151,,,
,,,,07:17.0,0.488823187,0.261943534,,0.776149798,0.705007556,,0.553924544,0.497783456,,0.552050979,0.686320151,,,
,,,,07:18.0,0.119445915,0.261943534,,0.77728359,0.705007556,,0.546971592,0.497783456,,0.508459774,0.686320151,,,
,,,,07:19.0,0.12497562,0.261943534,,0.777044916,0.705007556,,0.55892067,0.497783456,,0.528590009,0.686320151,,,
,,,,07:20.0,0.121017313,0.261943534,,0.771634537,0.705007556,,0.594247435,0.497783456,,0.55496539,0.686320151,,,
,,,,07:21.0,0.122966617,0.261943534,,0.772450073,0.705007556,,0.591666089,0.497783456,,0.557754887,0.686320151,,,
,,,,07:22.0,0.128754927,0.261943534,,0.76119171,0.705007556,,0.622080011,0.497783456,,0.551738707,0.686320151,,,
,,,,07:23.0,0.132116512,0.261943534,,0.777641637,0.705007556,,0.645645056,0.497783456,,0.558816549,0.686320151,,,
,,,,07:24.0,0.121793058,0.261943534,,0.7853196,0.705007556,,0.567643065,0.497783456,,0.555610703,0.686320151,,,
,,,,07:25.0,0.123523572,0.261943534,,0.784006785,0.705007556,,0.54976109,0.497783456,,0.51127011,0.686320151,,,
,,,,07:26.0,0.127999065,0.261943534,,0.808950188,0.705007556,,0.558296149,0.497783456,,0.566165033,0.686320151,,,
,,,,07:27.0,0.128018949,0.261943534,,0.785896438,0.705007556,,0.557817356,0.497783456,,0.548512046,0.686320151,,,
,,,,07:28.0,0.134304538,0.261943534,,0.785956113,0.705007556,,0.571494247,0.497783456,,0.563771045,0.686320151,,,
,,,,07:29.0,0.135577563,0.261943534,,0.773424725,0.705007556,,0.599035388,0.497783456,,0.581278303,0.686320151,,,
,,,,07:30.0,0.132315443,0.261943534,,0.784006785,0.705007556,,0.602949015,0.497783456,,0.597328367,0.686320151,,,
,,,,07:31.0,0.135259307,0.261943534,,0.796717173,0.705007556,,0.655179331,0.497783456,,0.668897852,0.686320151,,,
,,,,07:32.0,0.123662804,0.261943534,,0.774280052,0.705007556,,0.67366499,0.497783456,,0.678369659,0.686320151,,,
,,,,07:33.0,0.120917847,0.261943534,,0.777502405,0.705007556,,0.573867397,0.497783456,,0.699374196,0.686320151,,,
,,,,07:34.0,0.120798498,0.261943534,,0.789138675,0.705007556,,0.569849694,0.497783456,,0.714758109,0.686320151,,,
,,,,07:35.0,0.124060642,0.261943534,,0.778954453,0.705007556,,0.57282655,0.497783456,,0.632613478,0.686320151,,,
,,,,07:36.0,0.12429934,0.261943534,,0.785697531,0.705007556,,0.574991526,0.497783456,,0.624682149,0.686320151,,,
,,,,07:37.0,0.115169329,0.261943534,,0.779949012,0.705007556,,0.571015454,0.497783456,,0.619228045,0.686320151,,,
,,,,07:38.0,0.124617596,0.261943534,,0.787089905,0.705007556,,0.570515846,0.497783456,,0.65230655,0.686320151,,,
,,,,07:39.0,0.119445915,0.261943534,,0.779869431,0.705007556,,0.562792667,0.497783456,,0.611213409,0.686320151,,,
,,,,07:40.0,0.118630379,0.261943534,,0.782932667,0.705007556,,0.569558237,0.497783456,,0.632613478,0.686320151,,,
,,,,07:41.0,0.123384339,0.261943534,,0.796060777,0.705007556,,0.608340674,0.497783456,,0.621705293,0.686320151,,,
,,,,07:42.0,0.113876397,0.261943534,,0.778457173,0.705007556,,1.232544007,0.497783456,,0.643459242,0.686320151,,,
,,,,07:43.0,0.122747826,0.261943534,,0.779272709,0.705007556,,0.895159855,0.497783456,,0.667919428,0.686320151,,,
,,,,07:44.0,0.118908845,0.261943534,,0.776010566,0.705007556,,0.903903088,0.497783456,,0.646644272,0.686320151,,,
,,,,07:45.0,0.124756829,0.261943534,,0.786373811,0.705007556,,0.905381097,0.497783456,,0.774857332,0.686320151,,,
,,,,07:46.0,0.12242957,0.261943534,,0.780784432,0.705007556,,0.906234607,0.497783456,,1.07914214,0.686320151,,,
,,,,07:47.0,0.115746167,0.261943534,,0.780108129,0.705007556,,0.865391293,0.497783456,,0.692504528,0.686320151,,,
,,,,07:48.0,0.115587027,0.261943534,,0.775592867,0.705007556,,0.852130749,0.497783456,,0.66019625,0.686320151,,,
,,,,07:49.0,0.123324664,0.261943534,,0.784344925,0.705007556,,0.854503899,0.497783456,,0.692358823,0.686320151,,,
,,,,07:50.0,0.126268552,0.261943534,,0.772390398,0.705007556,,0.851235609,0.497783456,,0.647810032,0.686320151,,,
,,,,07:51.0,0.131300977,0.261943534,,0.773086585,0.705007556,,0.851298054,0.497783456,,0.69394093,0.686320151,,,
,,,,07:52.0,0.12209143,0.261943534,,0.778795313,0.705007556,,0.890809065,0.497783456,,0.696688797,0.686320151,,,
,,,,07:53.0,0.130763929,0.261943534,,0.774478959,0.705007556,,0.900842948,0.497783456,,0.706035714,0.686320151,,,
,,,,07:54.0,0.131102069,0.261943534,,0.780346827,0.705007556,,0.934108813,0.497783456,,0.703516836,0.686320151,,,
,,,,07:55.0,0.131102069,0.261943534,,0.784245483,0.705007556,,1.051455317,0.497783456,,0.700602424,0.686320151,,,
,,,,07:56.0,0.114433351,0.261943534,,0.774200494,0.705007556,,1.089634025,0.497783456,,0.714133587,0.686320151,,,
,,,,07:57.0,0.12380206,0.261943534,,0.766164484,0.705007556,,1.049769111,0.497783456,,0.680846907,0.686320151,,,
,,,,07:58.0,0.120221661,0.261943534,,0.791983097,0.705007556,,1.045230963,0.497783456,,0.699249306,0.686320151,,,
,,,,07:59.0,0.125671807,0.261943534,,0.769884116,0.705007556,,1.043877844,0.497783456,,0.667586364,0.686320151,,,
,,,,08:00.0,0.128496345,0.261943534,,0.780585525,0.705007556,,1.035280363,0.497783456,,0.692358823,0.686320151,,,
,,,,08:01.0,0.122170988,0.261943534,,0.782296155,0.705007556,,1.096857596,0.497783456,,0.716777379,0.686320151,,,
,,,,08:02.0,0.126626575,0.261943534,,0.783469714,0.705007556,,0.827295846,0.497783456,,0.71856766,0.686320151,,,
,,,,08:03.0,0.124518131,0.261943534,,0.780744641,0.705007556,,0.820280449,0.497783456,,0.742153521,0.686320151,,,
,,,,08:04.0,0.122608594,0.261943534,,0.780625292,0.705007556,,0.753852795,0.497783456,,0.670792209,0.686320151,,,
,,,,08:05.0,0.127302879,0.261943534,,0.77843729,0.705007556,,0.742549077,0.497783456,,0.694232364,0.686320151,,,
,,,,08:06.0,0.133449235,0.261943534,,0.796975778,0.705007556,,0.7482738,0.497783456,,0.662361249,0.686320151,,,
,,,,08:07.0,0.135139958,0.261943534,,0.792480377,0.705007556,,0.743818912,0.497783456,,0.67285311,0.686320151,,,
,,,,08:08.0,0.128297438,0.261943534,,0.79707522,0.705007556,,0.744547509,0.497783456,,0.674310303,0.686320151,,,
,,,,08:09.0,0.134881376,0.261943534,,0.989879435,0.705007556,,0.782164186,0.497783456,,0.677391258,0.686320151,,,
,,,,08:10.0,0.134125515,0.261943534,,1.002669381,0.705007556,,0.669751363,0.497783456,,0.713529904,0.686320151,,,
,,,,08:11.0,0.127044297,0.261943534,,1.312791161,0.705007556,,0.713238469,0.497783456,,0.672769849,0.686320151,,,
,,,,08:12.0,0.124418666,0.261943534,,0.999626052,0.705007556,,0.744651607,0.497783456,,0.691526127,0.686320151,,,
,,,,08:13.0,0.124597689,0.261943534,,1.002888195,0.705007556,,0.716943923,0.497783456,,0.661028945,0.686320151,,,
,,,,08:14.0,0.136532332,0.261943534,,0.998372911,0.705007556,,0.715778163,0.497783456,,0.690651802,0.686320151,,,
,,,,08:15.0,0.128953834,0.261943534,,0.994255464,0.705007556,,0.625473214,0.497783456,,0.706035714,0.686320151,,,
,,,,08:16.0,0.180332502,0.261943534,,0.988606387,0.705007556,,0.632988219,0.497783456,,0.715882238,0.686320151,,,
,,,,08:17.0,0.492940657,0.261943534,,0.99594621,0.705007556,,0.646519382,0.497783456,,0.713384175,0.686320151,,,
,,,,08:18.0,0.193122448,0.261943534,,0.996523048,0.705007556,,0.649954216,0.497783456,,0.714196032,0.686320151,,,
,,,,08:19.0,0.188169582,0.261943534,,0.987313478,0.705007556,,0,0.497783456,,0.697313296,0.686320151,,,
,,,,08:20.0,0.211263122,0.261943534,,1.024828037,0.705007556,,0.058850204,0.497783456,,0.688715815,0.686320151,,,
,,,,08:21.0,0.214684382,0.261943534,,0.794847426,0.705007556,,0.297623337,0.497783456,,0.698041916,0.686320151,,,
,,,,08:22.0,0.216653594,0.261943534,,0.783449831,0.705007556,,0.412888103,0.497783456,,0.67254086,0.686320151,,,
,,,,08:23.0,0.210765842,0.261943534,,0.792400819,0.705007556,,0.486976467,0.497783456,,0.662298803,0.686320151,,,
,,,,08:24.0,0.212794729,0.261943534,,0.795483939,0.705007556,,0.456396025,0.497783456,,0.723459688,0.686320151,,,
,,,,08:25.0,0.208538049,0.261943534,,0.805847184,0.705007556,,0.499404315,0.497783456,,1.169717731,0.686320151,,,
,,,,08:26.0,0.223675137,0.261943534,,0.806782069,0.705007556,,0.011636806,0.497783456,,1.21480776,0.686320151,,,
,,,,08:27.0,0.111171207,0.261943534,,0.798487477,0.705007556,,0.062264223,0.497783456,,1.206085366,0.686320151,,,
,,,,08:28.0,0.120380777,0.261943534,,0.803161902,0.705007556,,0.07702359,0.497783456,,1.207396831,0.686320151,,,
,,,,08:29.0,0.1217135,0.261943534,,0.785120693,0.705007556,,0.141806691,0.497783456,,1.172486414,0.686320151,,,
,,,,08:30.0,0.124219758,0.261943534,,0.786513067,0.705007556,,0.090117613,0.497783456,,1.179418527,0.686320151,,,
,,,,08:31.0,0.125711598,0.261943534,,0.791048235,0.705007556,,0.119553111,0.497783456,,1.208833233,0.686320151,,,
,,,,08:32.0,0.121454895,0.261943534,,0.790192909,0.705007556,,0.105272513,0.497783456,,1.202234184,0.686320151,,,
,,,,08:33.0,0.112961419,0.261943534,,0.767875114,0.705007556,,0.113849202,0.497783456,,0.752770296,0.686320151,,,
,,,,08:34.0,0.113080768,0.261943534,,0.781102688,0.705007556,,0.128546148,0.497783456,,0.758807268,0.686320151,,,
,,,,08:35.0,0.120002846,0.261943534,,0.803022646,0.705007556,,0.323353382,0.497783456,,0.781581272,0.686320151,,,
,,,,08:36.0,0.110276113,0.261943534,,0.766084925,0.705007556,,0.424857973,0.497783456,,0.693066605,0.686320151,,,
,,,,08:37.0,0.121454895,0.261943534,,0.777900219,0.705007556,,0.486789108,0.497783456,,0.730141998,0.686320151,,,
,,,,08:38.0,0.115527376,0.261943534,,0.780804316,0.705007556,,0.561002386,0.497783456,,0.756621477,0.686320151,,,
,,,,08:39.0,0.113617815,0.261943534,,0.784742763,0.705007556,,0.555610727,0.497783456,,0.757350074,0.686320151,,,
,,,,08:40.0,0.111927069,0.261943534,,0.788482279,0.705007556,,0.550906034,0.497783456,,0.745380181,0.686320151,,,
,,,,08:41.0,0.114333909,0.261943534,,0.784265367,0.705007556,,0.555319293,0.497783456,,0.654429896,0.686320151,,,
,,,,08:42.0,0.109739066,0.261943534,,0.783887436,0.705007556,,0.864974945,0.497783456,,0.611296692,0.686320151,,,
,,,,08:43.0,0.119963079,0.261943534,,0.789019326,0.705007556,,0.929695578,0.497783456,,0.638171681,0.686320151,,,
,,,,08:44.0,0.119207217,0.261943534,,0.778576522,0.705007556,,0.598556595,0.497783456,,0.601408514,0.686320151,,,
,,,,08:45.0,0.119744265,0.261943534,,0.806046091,0.705007556,,0.598223508,0.497783456,,0.629157829,0.686320151,,,
,,,,08:46.0,0.107372017,0.261943534,,0.785220135,0.705007556,,0.603823341,0.497783456,,0.950013148,0.686320151,,,
,,,,08:47.0,0.10599955,0.261943534,,0.785120693,0.705007556,,0.580091751,0.497783456,,0.635944237,0.686320151,,,
,,,,08:48.0,0.110554602,0.261943534,,0.768113812,0.705007556,,0.603094744,0.497783456,,0.617521024,0.686320151,,,
,,,,08:49.0,0.11162872,0.261943534,,0.780406501,0.705007556,,0.586794876,0.497783456,,0.621434651,0.686320151,,,
,,,,08:50.0,0.115646701,0.261943534,,0.784086343,0.705007556,,0.604406209,0.497783456,,0.679826876,0.686320151,,,
,,,,08:51.0,0.116143981,0.261943534,,0.770639978,0.705007556,,0.604780927,0.497783456,,0.645270338,0.686320151,,,
,,,,08:52.0,0.113836629,0.261943534,,0.775294495,0.705007556,,0.644396036,0.497783456,,0.672811479,0.686320151,,,
,,,,08:53.0,0.116064423,0.261943534,,0.776189589,0.705007556,,0.645998959,0.497783456,,0.660758326,0.686320151,,,
,,,,08:54.0,0.113060861,0.261943534,,0.786711974,0.705007556,,0.598140247,0.497783456,,0.679785223,0.686320151,,,
,,,,08:55.0,0.113040977,0.261943534,,0.768949231,0.705007556,,0.618374557,0.497783456,,0.671166927,0.686320151,,,
,,,,08:56.0,0.115984865,0.261943534,,0.771475397,0.705007556,,0.580133381,0.497783456,,0.695585483,0.686320151,,,
,,,,08:57.0,0.240264298,0.261943534,,0.782495062,0.705007556,,0.59112485,0.497783456,,0.692025735,0.686320151,,,
,,,,08:58.0,0.254784781,0.261943534,,0.772410282,0.705007556,,0.600388507,0.497783456,,0.714404206,0.686320151,,,
,,,,08:59.0,0.238474109,0.261943534,,0.76922772,0.705007556,,0.607133261,0.497783456,,0.717214542,0.686320151,,,
,,,,09:00.0,0.244103279,0.261943534,,0.788760744,0.705007556,,0.610942813,0.497783456,,0.723584602,0.686320151,,,
,,,,09:01.0,0.253889686,0.261943534,,0.784026669,0.705007556,,0.615064614,0.497783456,,0.767800305,0.686320151,,,
,,,,09:02.0,0.241457764,0.261943534,,0.788462395,0.705007556,,0.593435555,0.497783456,,0.689610955,0.686320151,,,
,,,,09:03.0,0.240602461,0.261943534,,0.785160461,0.705007556,,0.99957888,0.497783456,,0.69002728,0.686320151,,,
,,,,09:04.0,0.241577113,0.261943534,,0.786751742,0.705007556,,0.949263736,0.497783456,,0.686051208,0.686320151,,,
,,,,09:05.0,0.249792123,0.261943534,,0.786612509,0.705007556,,0.9935627,0.497783456,,0.695543853,0.686320151,,,
,,,,09:06.0,0.247305748,0.261943534,,0.788760744,0.705007556,,0.99123118,0.497783456,,0.177341607,0.686320151,,,
,,,,09:07.0,0.243208185,0.261943534,,0.786214695,0.705007556,,1.022894122,0.497783456,,0.248952722,0.686320151,,,
,,,,09:08.0,0.238255295,0.261943534,,0.781480619,0.705007556,,0.94834778,0.497783456,,0.266043632,0.686320151,,,
,,,,09:09.0,0.237598899,0.261943534,,0.784086343,0.705007556,,0.954218232,0.497783456,,0.312049617,0.686320151,,,
,,,,09:10.0,0.2386929,0.261943534,,0.761430408,0.705007556,,0.943205925,0.497783456,,0.335781206,0.686320151,,,
,,,,09:11.0,0.24756433,0.261943534,,1.02345557,0.705007556,,0.94826452,0.497783456,,0.305617112,0.686320151,,,
,,,,09:12.0,0.240423437,0.261943534,,1.09820622,0.705007556,,0.924699451,0.497783456,,0.44178234,0.686320151,,,
,,,,09:13.0,0.250866241,0.261943534,,0.787567278,0.705007556,,0.971683837,0.497783456,,0.517952419,0.686320151,,,
,,,,09:14.0,0.244521,0.261943534,,0.782892876,0.705007556,,0.586753246,0.497783456,,0.56585276,0.686320151,,,
,,,,09:15.0,0.247385306,0.261943534,,0.956800557,0.705007556,,0.592040806,0.497783456,,0.614689896,0.686320151,,,
,,,,09:16.0,0.340415863,0.261943534,,0.828801491,0.705007556,,0.510562328,0.497783456,,0.62453642,0.686320151,,,
,,,,09:17.0,0.611173199,0.261943534,,0.861343299,0.705007556,,0.497489143,0.497783456,,0.652806158,0.686320151,,,
,,,,09:18.0,0.285257911,0.261943534,,0.885610399,0.705007556,,0.512310979,0.497783456,,0.644999719,0.686320151,,,
,,,,09:19.0,0.273820548,0.261943534,,0.814758381,0.705007556,,0.504920888,0.497783456,,0.673685805,0.686320151,,,
,,,,09:20.0,0.282691978,0.261943534,,0.801729737,0.705007556,,0.507835276,0.497783456,,0.724479743,0.686320151,,,
,,,,09:21.0,0.265824329,0.261943534,,0.807100325,0.705007556,,0.512352609,0.497783456,,0.197950634,0.686320151,,,
,,,,09:22.0,0.131877838,0.261943534,,0.812590262,0.705007556,,0.544494344,0.497783456,,0.25259573,0.686320151,,,
,,,,09:23.0,0.190655957,0.261943534,,0.831347541,0.705007556,,0.519451266,0.497783456,,0.27395417,0.686320151,,,
,,,,09:24.0,0.359471515,0.261943534,,0.835126848,0.705007556,,0.539519033,0.497783456,,0.289192353,0.686320151,,,
,,,,09:25.0,0.376458513,0.261943534,,0.836479454,0.705007556,,0.517223845,0.497783456,,0.330077298,0.686320151,,,
,,,,09:26.0,0.373494742,0.261943534,,0.839025504,0.705007556,,0.517119747,0.497783456,,0.333054178,0.686320151,,,
,,,,09:27.0,0.373295834,0.261943534,,0.833794149,0.705007556,,0.521886884,0.497783456,,0.508813677,0.686320151,,,
,,,,09:28.0,0.273999572,0.261943534,,0.833296869,0.705007556,,0.488371216,0.497783456,,0.590833393,0.686320151,,,
,,,,09:29.0,0.270836894,0.261943534,,0.834629568,0.705007556,,0.475173118,0.497783456,,0.651723659,0.686320151,,,
,,,,09:30.0,0.271214824,0.261943534,,0.852272962,0.705007556,,0.47144685,0.497783456,,0.672873925,0.686320151,,,
,,,,09:31.0,0.269305287,0.261943534,,0.839224411,0.705007556,,0.473091402,0.497783456,,0.667794538,0.686320151,,,
,,,,09:32.0,0.274019456,0.261943534,,0.844893372,0.705007556,,0.538353273,0.497783456,,0.714987097,0.686320151,,,
,,,,09:33.0,0.280424394,0.261943534,,0.844813814,0.705007556,,0.510458253,0.497783456,,0.710823666,0.686320151,,,
,,,,09:34.0,0.285635842,0.261943534,,0.857842458,0.705007556,,0.509396568,0.497783456,,0.72493772,0.686320151,,,
,,,,09:35.0,0.293453038,0.261943534,,0.839264202,0.705007556,,0.524384948,0.497783456,,0.662257173,0.686320151,,,
,,,,09:36.0,0.283606956,0.261943534,,0.837732572,0.705007556,,0.474319607,0.497783456,,0.660612597,0.686320151,,,
,,,,09:37.0,0.286948658,0.261943534,,0.874690199,0.705007556,,0.524239219,0.497783456,,0.660362793,0.686320151,,,
,,,,09:38.0,0.287923333,0.261943534,,0.8938652,0.705007556,,0.520721125,0.497783456,,0.66737819,0.686320151,,,
,,,,09:39.0,0.279946998,0.261943534,,0.886107679,0.705007556,,0.554902945,0.497783456,,0.700290152,0.686320151,,,
,,,,09:40.0,0.279131462,0.261943534,,0.879265159,0.705007556,,0.5569014,0.497783456,,0.711573078,0.686320151,,,
,,,,09:41.0,0.279887323,0.261943534,,0.885928655,0.705007556,,0.553071033,0.497783456,,0.730162836,0.686320151,,,
,,,,09:42.0,0.27732139,0.261943534,,0.885570632,0.705007556,,0.909357192,0.497783456,,0.748252962,0.686320151,,,
,,,,09:43.0,0.281458721,0.261943534,,0.884536281,0.705007556,,0.570932171,0.497783456,,0.76374095,0.686320151,,,
,,,,09:44.0,0.271075592,0.261943534,,0.853665336,0.705007556,,0.497926306,0.497783456,,0.782580511,0.686320151,,,
,,,,09:45.0,0.282831211,0.261943534,,0.868543866,0.705007556,,0.537374872,0.497783456,,0.806291285,0.686320151,,,
,,,,09:46.0,0.269663311,0.261943534,,0.855336175,0.705007556,,0.517223845,0.497783456,,1.123690931,0.686320151,,,
,,,,09:47.0,0.270279939,0.261943534,,0.860129926,0.705007556,,0.544681703,0.497783456,,0.648330455,0.686320151,,,
,,,,09:48.0,0.271035801,0.261943534,,0.996503164,0.705007556,,0.525613153,0.497783456,,0.633487804,0.686320151,,,
,,,,09:49.0,0.268847775,0.261943534,,0.98228103,0.705007556,,0.526820566,0.497783456,,0.6844691,0.686320151,,,
,,,,09:50.0,0.272627082,0.261943534,,0.977049675,0.705007556,,0.52827776,0.497783456,,0.604926632,0.686320151,,,
,,,,09:51.0,0.27511348,0.261943534,,0.994056557,0.705007556,,0.495761307,0.497783456,,0.615314394,0.686320151,,,
,,,,09:52.0,0.273780758,0.261943534,,0.857822574,0.705007556,,0.574575178,0.497783456,,0.580237433,0.686320151,,,
,,,,09:53.0,0.389487157,0.261943534,,1.646623086,0.705007556,,0.571848126,0.497783456,,0.588897406,0.686320151,,,
,,,,09:54.0,0.384554174,0.261943534,,1.630869368,0.705007556,,0.607258175,0.497783456,,0.601450168,0.686320151,,,
,,,,09:55.0,0.388074899,0.261943534,,1.621261984,0.705007556,,0.611567334,0.497783456,,0.607986748,0.686320151,,,
,,,,09:56.0,0.382565055,0.261943534,,1.654440281,0.705007556,,0.613211887,0.497783456,,0.663568638,0.686320151,,,
,,,,09:57.0,0.386861549,0.261943534,,1.641113265,0.705007556,,0.63069833,0.497783456,,0.666712038,0.686320151,,,
,,,,09:58.0,0.271672313,0.261943534,,1.63641898,0.705007556,,0.634695217,0.497783456,,0.680659549,0.686320151,,,
,,,,09:59.0,0.27815681,0.261943534,,1.63812961,0.705007556,,0.56676874,0.497783456,,0.712842937,0.686320151,,,
,,,,10:00.0,0.27849495,0.261943534,,1.651914115,0.705007556,,0.541933836,0.497783456,,0.629407633,0.686320151,,,
,,,,10:01.0,0.27049873,0.261943534,,1.647697227,0.705007556,,0.566373207,0.497783456,,0.63436213,0.686320151,,,
,,,,10:02.0,0.272249151,0.261943534,,1.661362383,0.705007556,,0.603511068,0.497783456,,0.628054515,0.686320151,,,
